Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Khakis,8.0,52.52518316,4659.910723,45_and_up,334.05226830000004,No,528.5118829,Yes,Male,By_16:00,0.721572419,0.114409524,4050.0,349.7723124,38.15610327,3361.074072,843.3159982999999,43.45710552,18.70220074,5.95,41113.05438,Yes,70837.39,3.780911947,266.1529447,78.09612567,17.50839439,60.0,Financial,5.0,305.0863565,1.0,Public_or_other,Hightech,No,0.0,374.2030145
Browns,1.0,74.81253198,8534.149604,30-45,656.8169486,No,391.6771473,Yes,Male,After_16:00,0.300949593,0.359122816,8837.0,364.69748030000005,75.2877753,4151.608877000001,620.8689457,77.43230432,19.09705423,7.162999999999999,36338.01677,Yes,117115.4809,8.728643479,342.22139169999997,21.13281486,24.93751066,80.0,Healthcare,,488.0197169,1.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,58.45455158
Browns,1.0,672.536371,203029.1843,Below_30,50490.30883,Yes,1248.584423,No,Female,By_16:00,0.41768106200000005,0.5762948920000001,8892.0,764.8069287999999,98.59678184,10586.18803,271.69308789999997,42.95042069,,7.108,98186.58288,No,820215.3578,6.691857725,905.6574175000001,98.05687086,224.1787903,60.0,Financial,11.0,654.0181432,1.0,Car,Public_Sector,No,0.0,939.3848902999999
Turquoises,1.0,524.4264148,59349.908070000005,45_and_up,30742.927089999997,Yes,605.9556113,Yes,Female,By_16:00,0.7919240590000001,0.353024247,9242.0,378.37776510000003,78.38262420000001,4151.888178,688.5618009,73.62708631,19.45193474,0.758,46689.304339999995,No,115269.2569,5.175826726,339.5132647,70.11807628,174.8088049,70.0,Social,10.0,204.7492356,3.0,Public_or_other,Hightech,No,0.0,462.9285925
Browns,4.0,,209812.7855,30-45,45083.39157,No,1478.932505,No,Male,After_16:00,0.429685164,0.11805971300000001,,983.9756096000001,64.02386811,11873.86715,2.915536752,81.96969861,31.36838551,9.927,118295.6895,No,981271.7038,1.055349591,990.5915928999999,77.70489678,211.8055383,80.0,Healthcare,11.0,844.7681751,1.0,Foot_or_bicycle,Hightech,Yes,0.0,988.5905935000001
Turquoises,2.0,446.18454739999993,48986.012610000005,30-45,22278.80044,No,604.4419383999999,Yes,Female,After_16:00,0.013714223999999999,0.882369588,6205.0,393.5522131,5.359855993,4080.7648329999997,174.3239439,66.34229638,19.83815045,3.795,47079.5835,Yes,108481.9888,1.9915307830000002,329.3660407,90.47627393,148.7281825,80.0,Healthcare,10.0,211.4759023,0.0,Motorcycle_or_truck,Hightech,No,0.0,434.6166851
Oranges,5.0,105.0497122,12189.35261,30-45,1271.1767960000002,Yes,796.1330812000001,Yes,Female,After_16:00,0.423482057,0.7521033020000001,8755.0,570.2539982999999,79.83140198,4621.532083,317.55834960000004,4.883946618,23.87999159,3.245,62950.395939999995,No,121175.2869,3.412715672,348.1024086,70.2652016,35.01657072,50.0,Other,10.0,167.4008071,1.0,Foot_or_bicycle,Services_or_Retail,No,1.0,496.18848360000004
Turquoises,5.0,237.7847068,31061.249760000002,45_and_up,6371.657881,No,658.038984,Yes,Male,By_16:00,0.086266434,0.476374576,3322.0,403.1988087,82.10219168,4725.226146,867.1195970000001,6.229584618,20.07981097,6.678,50692.61465,No,153572.1703,1.5150345680000001,391.88285279999997,74.06440347,79.26156895,60.0,Financial,11.0,145.61056399999998,2.0,Public_or_other,Public_Sector,Yes,1.0,511.94354169999997
Browns,9.0,64.4361943,5109.9128630000005,Below_30,492.81463539999993,Yes,464.9797757,Yes,Male,By_16:00,0.35102354,0.75344507,4190.0,372.53496210000003,54.29856977,3124.12703,696.7601529,36.37767127,19.30116479,11.81,38718.95003,Yes,56599.127120000005,3.7678135580000003,237.90571060000002,19.35233225,21.47873143,100.0,Education,12.0,409.8671389,4.0,Motorcycle_or_truck,Hightech,No,0.0,211.81547740000002
Turquoises,7.0,585.0327666000001,74974.9398,Below_30,38234.2707,No,729.9503607999999,Yes,Female,By_16:00,0.099448751,0.947904977,4046.0,468.43677,62.28262892,4781.526904,715.0202615000001,9.032178157999999,21.64340015,5.954,56426.74609,Yes,147813.5949,2.142149622,384.4653363,95.09365044,195.01092219999998,60.0,Financial,10.0,126.2150757,3.0,Foot_or_bicycle,Public_Sector,Yes,0.0,539.8214682999999
Blues,7.0,1269.295392,124942.1798,45_and_up,179445.4088,Yes,1039.0798949999999,Yes,Male,By_16:00,0.10477164900000001,0.526998784,8249.0,638.2978323,56.01017657,4229.624106,129.4744841,34.91239417,25.26455684,5.751,76097.72679,No,87203.76976,0.837296562,295.3028441,91.24499694,423.0984641,70.0,Social,13.0,445.02579060000005,3.0,Public_or_other,Services_or_Retail,No,0.0,870.1631238
Reds,7.0,424.56361569999996,96159.64926,Below_30,20179.77273,Yes,813.2037494,No,Female,After_16:00,0.16785022800000002,0.9708702770000001,6326.0,515.1705143,12.23172517,7825.057701000001,460.48856969999997,44.02823665,22.697368,5.6739999999999995,65718.40299999999,Maybe,461681.7465,2.644672201,679.4716672000001,87.94610747,141.5212052,40.0,Foreign_Affairs,7.0,190.88020469999998,3.0,Motorcycle_or_truck,Services_or_Retail,Yes,1.0,563.2062394999999
Browns,2.0,179.17336630000003,59034.309629999996,45_and_up,3636.735033,No,1220.9125080000001,No,Female,After_16:00,0.7085494000000001,0.655987633,8935.0,800.160669,92.44737418,11484.76636,324.0296415,87.34754436,28.28711136,7.065,99304.88901,Yes,977022.5340000001,3.64062642,988.4445023,72.26582919,,60.0,Financial,8.0,648.8431276,2.0,Foot_or_bicycle,Student_or_Unemployed,Yes,1.0,803.8469109
Turquoises,10.0,432.6991953,76291.4604,45_and_up,20957.41013,Yes,700.8798292,No,Female,After_16:00,0.9107578609999999,0.703066069,6949.0,416.44584080000004,89.77858764,6122.348738000001,277.5551323,83.93376772,20.407004699999998,3.051,54874.20835,No,279783.5595,7.587840464,528.9457056,60.77077074,144.23306509999998,100.0,Education,16.0,99.84559673,4.0,Car,Public_Sector,No,0.0,546.3680039
Turquoises,7.0,1003.1700910000001,142156.9542,Below_30,112161.0824,Yes,628.2828422,Yes,Female,By_16:00,0.9243816979999999,0.422180202,9342.0,377.4070822,9.60272681,5006.045997,492.08332989999997,49.74703747,19.42696791,0.6579999999999999,48740.45159,No,180729.7209,5.4553576470000005,425.12318319999997,53.28542343,334.39003039999994,80.0,Healthcare,12.0,143.86198869999998,2.0,Foot_or_bicycle,Student_or_Unemployed,No,1.0,492.2082999
Whites,8.0,358.4347026,59997.04675,Below_30,14404.52668,Yes,719.9845673,No,Male,By_16:00,0.602400892,0.65285538,8221.0,479.52693889999995,77.34096206,5980.6418810000005,530.8858962,7.1970048129999995,21.89810355,1.7790000000000001,57855.799060000005,No,252163.4607,2.8681837669999997,502.15880030000005,16.01075551,119.47823419999999,60.0,Financial,6.0,31.32557145,2.0,Foot_or_bicycle,Student_or_Unemployed,No,3.0,476.38888439999994
Whites,4.0,92.59147211,9376.854974,Below_30,993.4394582,Yes,584.6867507000001,Yes,Male,By_16:00,,0.22277987100000002,9129.0,303.03839910000005,98.84925094,3644.214575,296.02024819999997,62.99848927,17.40799814,0.871,42360.16358,Yes,92302.81151,2.3344070880000003,303.8137777,72.77125192,30.86382404,90.0,Environment,10.0,285.0785351,4.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,563.1416274000001
Purples,5.0,551.0492251000001,61062.37382000001,30-45,33933.155119999996,Yes,327.5219707,Yes,Female,After_16:00,0.251588324,0.568248216,4244.0,152.9045864,96.01973451,3630.142338,764.2901964,62.34445083,12.36545941,11.755999999999998,25090.30081,No,110511.9099,0.394709534,332.4333165,28.92883983,183.683075,90.0,Environment,14.0,428.2521143,1.0,,Public_Sector,Yes,0.0,313.3290225
Turquoises,3.0,436.5702199,66389.32909,30-45,21332.58529,Yes,741.2652154,Yes,Female,After_16:00,,0.744084723,6220.0,460.10245939999993,93.7607588,5482.311498,524.9717534,17.15854148,21.44999905,3.78,57515.167,No,208128.1644,9.38014261,456.2106579,55.43573734,145.5234066,80.0,Healthcare,11.0,86.55298339,1.0,Motorcycle_or_truck,Hightech,No,0.0,563.1038724
Browns,7.0,335.2968356,36856.92309,30-45,12613.31761,No,433.98811179999996,Yes,Male,After_16:00,0.136349481,0.977753592,5321.0,345.3827435,38.61952152,3988.4634520000004,729.1129678,94.68829441,18.58447587,10.679,37384.37252,Yes,108748.1187,6.11304495,329.7697965,78.41705563,111.7656119,90.0,Environment,14.0,393.7913162,1.0,Public_or_other,Hightech,Yes,2.0,180.3333259
Yellows,2.0,47.33678702,9585.399506,30-45,274.75352960000004,Yes,809.7870096,No,Female,By_16:00,0.243171725,0.5990364970000001,3117.0,597.8026774,71.58977019,7270.4153129999995,333.90173619999996,78.61797886,24.45000363,10.883,67858.15014,Maybe,369033.1603,,607.4809958,41.29114489,15.77892901,70.0,Social,10.0,164.9132534,0.0,Motorcycle_or_truck,Public_Sector,No,0.0,422.0330007
Blues,7.0,2093.31677,629134.63,Below_30,487593.8944,Yes,1117.477856,No,Female,After_16:00,0.506635752,0.47309465,,827.8321754,57.17512597,10671.996309999999,979.085359,73.0321995,28.77207284,9.941,94538.55498,Yes,812942.4206,1.7140970169999998,901.6331963,88.63202522,697.7722566000001,80.0,Healthcare,12.0,522.4437097,3.0,Motorcycle_or_truck,Public_Sector,No,2.0,564.531157
Turquoises,8.0,170.5706286,24711.55114,30-45,3299.561249,Yes,703.2338755,Yes,Female,After_16:00,0.7966396859999999,0.744032528,5839.0,451.8928363,72.38938028,5250.058768,840.1300963,31.00322913,21.2577712,4.1610000000000005,55181.20039,Yes,188900.8982,8.637575596,434.6273096,89.25666988,56.85687621,90.0,Environment,15.0,81.39734845,1.0,Car,Industry_or_other,Yes,0.0,506.1351837
Browns,10.0,987.6973716,,Below_30,108733.2433,No,1020.419473,No,Male,After_16:00,0.740201177,0.8245650840000001,6325.0,575.3826753,96.65330534,10067.87596,290.4203017,30.91011294,23.98713562,9.675,80206.28418,Maybe,795148.6165,2.125372004,891.7110610999999,10.79550509,329.23245719999994,60.0,Financial,10.0,515.6777274,1.0,Public_or_other,Hightech,Yes,0.0,826.8079182
Whites,8.0,123.01302140000001,22286.75722,Below_30,1732.360277,Yes,807.1196954,No,Male,After_16:00,0.737250376,0.093035866,3388.0,534.3293177,81.95696236,6503.877681,281.4533957,49.22197375,23.115564399999997,6.612,64492.28927000001,No,295416.0608,5.781515597,,25.93426183,41.00434046,90.0,Environment,10.0,70.61190848,3.0,Foot_or_bicycle,Public_Sector,No,0.0,543.742238
Greens,3.0,847.3699582,84692.02162999999,30-45,80074.21733,Yes,820.9778686000001,Yes,Male,By_16:00,0.17878032100000002,0.268400684,7581.0,522.863985,31.34342579,4044.135719,640.5701374,23.57207204,22.8662193,2.419,61665.557389999994,No,89904.49029,5.162681274,299.8407749,20.23145498,282.45665269999995,90.0,Environment,14.0,245.80529840000003,4.0,Car,Public_Sector,No,1.0,640.8324093
Whites,1.0,127.6196183,20921.11749,45_and_up,1862.180647,No,673.630758,Yes,Male,By_16:00,0.653102406,0.924352823,5476.0,446.7457565,68.6962358,5811.493409000001,872.1381723999999,83.73499848,21.136360999999997,4.524,54329.72342,Maybe,241867.4264,,491.80018960000007,32.45756475,42.53987276,80.0,Healthcare,8.0,77.16739323,2.0,Foot_or_bicycle,Services_or_Retail,No,0.0,444.75911619999994
Turquoises,10.0,295.26873489999997,40416.90696,Below_30,9795.492445,Yes,708.9637064,Yes,Male,By_16:00,0.724088535,0.855922492,7862.0,468.52069169999993,48.450059700000004,5043.494473,845.3325455,2.8997225689999997,21.6453388,2.138,55789.23102000001,Maybe,168629.5698,2.241995216,410.645309,3.032976435,98.42291163,70.0,Social,13.0,95.037059,3.0,Foot_or_bicycle,Hightech,Yes,0.0,492.46110610000005
Blues,3.0,1360.386977,358526.4879,30-45,206091.5431,Yes,276.36482789999997,No,Male,By_16:00,0.38116560299999996,0.07197127,9035.0,3.9860175460000002,17.12469349,7914.394853,721.229058,81.43691048,1.996501326,4.965,22670.606659999998,Yes,625115.2177,0.476569952,790.6422818,55.85895216,453.4623257,60.0,Financial,9.0,585.8119403,3.0,Foot_or_bicycle,Public_Sector,Yes,2.0,387.426368
Greys,4.0,158.971917,31225.474189999997,45_and_up,2870.998459,Yes,696.4194746000001,No,Female,By_16:00,0.923904443,0.517988701,8300.0,455.651684,19.71431095,6803.943048,702.8719812999999,13.31977427,21.34599925,3.7,56930.32404,Maybe,347232.0239,9.813464533,589.263968,91.47833781,52.99063898,40.0,Foreign_Affairs,10.0,109.438032,2.0,Public_or_other,Hightech,Yes,,454.81312429999997
Browns,10.0,450.38245250000006,23916.1647,30-45,22698.38898,Yes,,Yes,Male,By_16:00,0.875848353,0.9716816779999999,7984.0,308.2595627,65.5766642,2209.576175,613.7760472,61.95635516,17.557322199999998,8.016,31268.21772,Yes,25378.30764,8.888282343,159.30570500000002,12.54148935,150.1274842,100.0,Education,15.0,,3.0,Public_or_other,Industry_or_other,Yes,1.0,169.53285730000002
Reds,9.0,460.54302110000003,87404.28902000001,30-45,23730.16703,Yes,,No,Female,By_16:00,0.542189506,0.253662178,7423.0,411.8384494,50.23260654,6517.2354829999995,104.1657594,20.31928375,20.29380323,4.577,54903.170029999994,No,324166.0935,9.739935377,569.3558584,44.4072155,153.5143404,40.0,Foreign_Affairs,9.0,117.1498588,3.0,Public_or_other,Public_Sector,Yes,4.0,533.7845428999999
