Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Blues,3.0,2011.049262,343542.5598,45_and_up,450049.1423,Yes,807.6456415,No,Male,By_16:00,0.558128445,0.31631618899999997,3080.0,746.5315889999999,35.07617763,6617.888806,68.62258678,0.966910273,27.32273026,10.92,72322.60262,Maybe,262638.3772,6.765255316,512.4825628000001,77.18569979,670.3497539,60.0,Financial,11.0,412.879575,0.0,Car,Hightech,No,1.0,169.03791040000002
Browns,,367.54227510000004,122514.0917,45_and_up,15142.21676,Yes,1499.3372160000001,No,Male,After_16:00,0.497873028,0.9574963470000001,9098.0,999.2635732000001,55.64858208,11998.52715,845.0925338999999,78.71144761,31.61113053,,119941.0859,Maybe,1000000.0,3.656617962,1000.0,58.67609996,122.51409170000001,80.0,Healthcare,10.0,865.6004364,3.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,1000.0
Turquoises,5.0,243.2207019,40275.179469999995,45_and_up,6663.996881,No,733.4379762,Yes,Female,By_16:00,0.43047374,0.39896546299999996,9596.0,474.4721784,39.50155836,5916.6768520000005,44.20460504,65.50907616,21.78238229,0.40399999999999997,58212.76128,No,246783.6614,8.950082215,496.7732495,33.96829106,81.0735673,60.0,Financial,8.0,29.04409932,1.0,Public_or_other,Industry_or_other,No,3.0,513.4713812
Purples,2.0,847.7868833999999,,45_and_up,80152.88448,Yes,1174.937461,No,Female,After_16:00,0.8696821779999999,0.049629907,5113.0,770.7770793,89.68628428,8180.322301,285.8165528,81.02801661,27.76287232,10.887,,No,440732.4244,1.676735347,663.8768142000001,84.57821494,282.5956278,90.0,Environment,15.0,457.0322364,1.0,Motorcycle_or_truck,Hightech,No,1.0,829.7008162000001
Turquoises,3.0,,75744.66932999999,Below_30,32027.368260000003,No,669.8756632999999,Yes,Male,After_16:00,0.833451135,0.298771817,3590.0,435.367079,48.95987343,5115.686487,279.803701,40.86297508,20.865451800000002,6.41,52883.19065,No,180196.2028,1.4217691190000001,424.4952329,25.2475685,178.434676,90.0,Environment,14.0,103.48097320000001,4.0,Car,Services_or_Retail,Yes,0.0,471.19153789999996
Reds,10.0,241.1003483,39698.867,45_and_up,6549.186554999999,No,825.6645894,Yes,Female,By_16:00,0.057882174,0.246466806,9826.0,510.30521919999995,12.31791566,5960.321304,771.7004557999999,26.82018755,22.58993624,2.174,63803.59405,Yes,244007.4343,3.862777781,493.9710865,10.83431761,80.36678277,50.0,Other,11.0,134.5164581,2.0,Public_or_other,Services_or_Retail,Yes,1.0,633.985567
Pinks,1.0,219.6784196,49805.57507,45_and_up,5445.293701,Yes,890.8271487,No,Female,After_16:00,0.19026928899999998,0.38837688600000003,8337.0,636.2535634999999,70.29583238,8074.118567,207.92871499999998,8.763192082,25.22406715,1.663,73971.43458,Yes,462619.1818,2.184295652,680.161144,97.49293828,73.22613988,60.0,Financial,5.0,225.88316690000002,4.0,Foot_or_bicycle,Hightech,No,0.0,
Browns,6.0,66.95235049,22166.248730000003,30-45,530.3860319,Yes,1429.5731449999998,No,Male,By_16:00,0.7960467809999999,0.298748487,8135.0,943.574596,33.46340524,11819.39887,240.3286784,42.14375820000001,30.71765935,7.865,114498.3337,No,986495.8374,5.676242681000001,993.2249682,36.17436332,22.31745016,70.0,Social,10.0,808.4152558,5.0,Foot_or_bicycle,Hightech,No,0.0,962.0670236999999
Purples,9.0,439.2645839,87700.55213,Below_30,21595.685380000003,Yes,1183.7185220000001,No,Male,After_16:00,0.304341145,0.69535067,4154.0,697.8759198,44.19641625,7385.345949,75.35272744,71.0387581,26.41734127,11.845999999999998,88816.15922,Maybe,358752.3759,5.6356616289999995,598.9594109,60.20688484,146.421528,100.0,Education,16.0,538.970442,4.0,Car,Public_Sector,Yes,2.0,991.4685063
Violets,6.0,565.9435538,124891.9312,45_and_up,,Yes,1029.638133,No,Female,By_16:00,0.34772003,0.734288285,5916.0,780.4997318,27.96850326,8181.373373,183.5183227,75.96743417,27.93742529,10.084,85699.90739,No,438293.50700000004,9.106956045,662.0373909,77.92859911,188.6478513,100.0,Education,13.0,324.68271339999995,2.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,521.9692696999999
Whites,5.0,147.61040880000002,24586.97804,45_and_up,2480.18489,No,702.3893962999999,Yes,,By_16:00,0.097095104,0.431136975,5344.0,456.3082529,38.40743667,5909.617375,748.6101993999999,96.94866736,21.36137292,4.656000000000001,56119.69187,Yes,249700.1769,6.54420862,499.7000869,22.28954141,49.2034696,70.0,Social,8.0,46.71016605,6.0,Public_or_other,Hightech,Yes,0.0,483.4839199
Oranges,2.0,243.82528680000001,22126.35839,45_and_up,6696.916261,No,824.5779421,Yes,Male,By_16:00,0.921835918,0.20449153899999997,5681.0,557.6727364,94.94503476,3837.7487170000004,472.5536578,31.28354126,23.61509552,6.319,62832.532979999996,No,74114.79422000001,6.406531546,272.2403244,5.3913461510000005,81.27509561,50.0,Other,11.0,251.9183591,0.0,Car,Industry_or_other,Yes,0.0,590.8968937999999
Khakis,5.0,400.4135458,39656.57415,30-45,17958.02759,No,567.7938239,Yes,Male,By_16:00,0.214129579,0.9490919170000001,9024.0,375.03055489999997,42.34946105,3721.232382,30.40424874,50.90988837,19.36570564,0.976,44278.94769,Yes,88278.58731,3.756306907,297.1171273,91.90373162,133.4711819,60.0,Financial,6.0,257.9887748,2.0,Motorcycle_or_truck,Hightech,Yes,1.0,401.1092236
Turquoises,4.0,549.4900301,73002.14752,Below_30,33741.97369,Yes,696.0600791,Yes,Male,By_16:00,0.332359497,0.94170317,9026.0,458.4920686000001,24.41605052,4902.615005,11.00161322,68.55481989,21.412427899999997,0.9740000000000001,54658.739760000004,No,158852.5342,4.998131632,398.5630868,72.08306622,,100.0,Education,12.0,110.35489709999999,1.0,Motorcycle_or_truck,Industry_or_other,Yes,2.0,487.12181739999994
Turquoises,8.0,166.3542193,23546.67095,30-45,3140.309883,Yes,660.5298544,Yes,Female,After_16:00,0.554272701,0.439261656,3623.0,385.1775275,86.24172218,5016.716411,66.28663396,1.076103677,19.62594017,6.377000000000001,50517.713939999994,No,180315.8476,5.77159794,424.63613560000005,10.6605994,55.45140645,60.0,Financial,11.0,143.864031,2.0,Car,Hightech,Yes,0.0,542.8129322000001
Turquoises,4.0,214.5061389,33086.36922,30-45,5194.04467,No,793.6142322000001,Yes,Male,By_16:00,0.684814542,0.873311275,5038.0,542.2091376,7.001336198,5711.750071,215.21198470000002,26.84828101,23.28538463,4.962,63173.418820000006,Maybe,214121.9955,9.422999532,462.7331796,10.30518848,71.50204629,100.0,Education,15.0,59.33227176,3.0,Foot_or_bicycle,Public_Sector,Yes,0.0,518.7053808000001
Khakis,9.0,304.4584335,27993.946610000003,30-45,10410.92367,Yes,543.5910186000001,Yes,Female,By_16:00,0.28937182899999997,,9588.0,356.6878974,53.14386801,3471.7766340000003,410.03268510000004,0.220382772,18.88618271,0.41200000000000003,,Yes,76087.75187000001,2.707845455,275.84008389999997,68.92885645,101.4861445,90.0,Environment,9.0,287.9085796,1.0,Car,Industry_or_other,No,0.0,389.97580510000006
Oranges,5.0,905.0091509,118095.4721,30-45,91316.28784,No,629.0435811000001,Yes,Male,,0.035117173,,7661.0,399.77446269999996,41.11097951,4714.276372,192.7514256,43.99882674,19.99436077,4.3389999999999995,49221.56102,Maybe,153250.9099,4.62680015,391.47274469999996,78.98658025,301.669717,30.0,Military,5.0,,3.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,460.19858039999997
Greys,2.0,253.61528280000002,47641.17003,30-45,7241.284169,Yes,783.2429400000001,No,Female,By_16:00,0.775697112,0.437738578,9617.0,580.5070984,88.69948098,6796.459684,549.5154957999999,71.19239299,24.09371492,2.383,65424.70164,Maybe,317582.4584,8.048906499,563.5445487000001,57.16496208,84.53842759999999,30.0,Military,7.0,137.2043653,1.0,Foot_or_bicycle,Hightech,Yes,0.0,408.8641932
Browns,2.0,92.1606281,1.8365711059999998,45_and_up,984.4514728,Yes,0.870814587,Yes,Male,After_16:00,0.329143967,0.920804097,9430.0,0.5713690770000001,15.2277834,1.7405762359999999,199.9897985,26.62390482,0.7558895929999999,6.57,62.8536366,No,0.0035741040000000003,8.262055346,0.059783808,79.81381381,30.72020937,70.0,Social,12.0,865.2562977,2.0,Public_or_other,Public_Sector,Yes,0.0,0.7012080740000001
Greens,2.0,640.5969673999999,61546.4007,45_and_up,45819.58505,Yes,797.0611281,Yes,Male,After_16:00,0.102967814,0.426377002,5317.0,495.77292810000006,32.641367800000005,3873.8448909999997,837.4031227999999,28.57992298,22.26595895,4.683,59375.697720000004,Yes,83076.47727999999,4.920999589,288.22990350000003,42.37214071,213.53232250000002,100.0,Education,12.0,256.1736336,1.0,Public_or_other,Public_Sector,No,1.0,644.0850049
Reds,7.0,245.7677037,40990.46648,30-45,6803.2296989999995,Yes,762.8718881,No,Female,After_16:00,0.158968577,0.640199106,9693.0,463.0217465,66.14575994,5929.605702000001,930.8428646,68.53661228,21.51794011,2.307,59169.16341,No,250356.3478,9.908814353,500.3562209,75.85855753,81.9225679,40.0,Foreign_Affairs,9.0,99.37059963,1.0,Public_or_other,Hightech,No,0.0,592.2333884
Turquoises,9.0,169.48299550000002,21623.08148,30-45,3258.103861,No,728.612356,Yes,Female,By_16:00,0.561538824,0.479741159,5351.0,462.89897790000003,97.97527953,4753.276001,585.9234309999999,34.448168100000004,21.51508721,4.649,56130.1417,No,146495.8819,1.5284955869999999,382.7478045,68.25473788,56.49433184,60.0,Financial,12.0,131.8208222,3.0,Car,Public_Sector,Yes,1.0,547.4569909
Greens,6.0,883.0894411,75716.25425,30-45,86954.02548,No,798.3553264,Yes,Male,By_16:00,0.238280656,0.094488386,5125.0,512.9301138999999,76.29828604,3598.065853,973.6120214,,22.64796048,,59712.98239,Maybe,66162.41776,1.826670882,,62.87123994,294.363147,90.0,Environment,11.0,272.01318530000003,2.0,Car,Services_or_Retail,No,2.0,621.9923351
Turquoises,3.0,150.67833810000002,21087.11431,45_and_up,2582.888511,No,659.4365740000001,Yes,Female,After_16:00,,0.491021563,8710.0,399.059574,30.39068019,4996.555613,987.1985867999999,35.45750808,19.97647551,1.29,50943.84318,No,176268.6875,0.040477037,419.8436465,15.51879472,50.22611272,80.0,Healthcare,10.0,129.9595213,1.0,Motorcycle_or_truck,Public_Sector,Yes,1.0,516.5971856000001
Turquoises,3.0,279.0577918,39483.07888,30-45,8755.602726000001,No,726.1125068,Yes,Female,After_16:00,0.878568295,0.166220763,6341.0,459.59505740000003,59.38603475,5163.803243,673.1971207,1.51731025,21.43816824,3.659,56404.86481,No,180167.40600000002,2.62177977,424.46131280000003,82.59016338,93.01926393,70.0,Social,10.0,94.57054651,3.0,Foot_or_bicycle,Hightech,Yes,0.0,540.0616477000001
Browns,7.0,232.75757940000003,14213.406990000001,30-45,6107.151500999999,No,327.2196107,Yes,Male,By_16:00,0.767939368,,3689.0,255.75976769999997,53.20739045,2343.477965,983.3116631000001,55.69455335,15.99249098,12.311,27196.05758,Yes,33560.71686,6.487618803999999,183.1958429,4.868774675,77.5858598,80.0,Healthcare,14.0,526.6599254,1.0,Foot_or_bicycle,Industry_or_other,No,0.0,157.4324709
Greens,7.0,504.88713269999994,50022.14041,45_and_up,28501.742019999998,Yes,800.173825,Yes,Female,By_16:00,0.860952301,0.9456508379999999,4723.0,500.756172,2.92652545,3973.788948,157.3413918,66.8184598,22.37758191,5.277,59822.807179999996,Maybe,88344.28212,7.640988231000001,297.2276604,80.48218377,168.29571090000002,80.0,Healthcare,10.0,246.14809869999996,2.0,Car,Hightech,Yes,0.0,639.5410082999999
Khakis,8.0,156.0876807,17983.01772,Below_30,2769.0696780000003,No,598.1368155,Yes,Female,After_16:00,0.066075842,0.193150901,9012.0,394.68603989999997,86.18503495,4245.702068,142.4572302,61.02816574,19.86670682,0.988,47035.023839999994,No,119462.1699,1.252566839,345.6329988,76.38933370000001,52.02922689,90.0,Environment,8.0,204.589994,7.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,416.71215930000005
Turquoises,1.0,170.64602380000002,21493.36788,30-45,3302.444833,Yes,581.0621627,Yes,Male,By_16:00,0.632926205,0.14045007199999998,3224.0,369.2256316,59.29821008,4517.039374,536.7441543000001,76.76484408,19.21524477,6.776,45666.41812,Maybe,142777.2811,0.180379432,377.8588111,72.33950687,56.88200792,100.0,Education,16.0,195.22491090000003,1.0,Foot_or_bicycle,Hightech,Yes,0.0,421.94642639999995
Whites,10.0,674.590455,112027.6319,45_and_up,50798.45037,Yes,706.2912451000001,Yes,Female,By_16:00,0.54145098,0.16097213900000001,8586.0,455.5312955,32.26635607,5893.091217,643.6270138,63.773095700000006,21.34317913,1.4140000000000001,56250.62078,No,248206.0923,7.381974845,498.2028626,94.61408325,224.863485,100.0,Education,10.0,45.05438254,4.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,492.9855858
Turquoises,5.0,796.8205871,107520.7998,30-45,70822.6122,Yes,,Yes,Female,By_16:00,0.352954992,0.0063785790000000005,5493.0,406.7458068,54.64985778,4861.609906000001,637.0668667,9.326833417000001,20.16794007,4.507,52842.56822,Yes,163872.6171,1.995349105,404.8118292,80.64009061,265.6068624,60.0,Financial,12.0,157.2696995,0.0,Car,Services_or_Retail,No,0.0,583.5261993
Browns,3.0,929.4907787000001,235414.7438,Below_30,96314.62,No,1001.9367369999999,No,Female,After_16:00,0.085035082,0.380338041,7285.0,635.9555467,83.56290944,8870.09547,994.9092212999999,72.76191113,25.21815907,8.715,80058.72261,Maybe,577324.0581,6.302095347000001,759.8184376,13.78850471,309.83025960000003,70.0,Social,10.0,359.0503378,0.0,Motorcycle_or_truck,Public_Sector,No,0.0,707.1898014999999
Browns,7.0,271.13063860000005,78861.53519,30-45,8268.357234000001,Yes,1247.266527,No,Female,After_16:00,0.762752946,0.744856352,5254.0,807.7833743,17.12711384,10341.4196,57.08507914,68.62909673,28.42153012,10.745999999999999,99374.75605,Yes,761405.0796,1.3524799840000001,872.585285,45.52394836,90.37687954,100.0,Education,16.0,606.226638,5.0,Public_or_other,Services_or_Retail,No,1.0,866.0059241
Browns,6.0,542.4546506,1192.547983,45_and_up,32886.04576,Yes,253.08379730000001,Yes,Male,After_16:00,0.583646191,0.824793839,5486.0,204.5681754,85.49074909999999,475.08921789999994,558.7861782000001,58.56814475,14.30273314,10.514000000000001,19619.9678,No,43.49780685,2.695083667,6.595286715,52.29716362,180.8182169,60.0,Financial,11.0,680.2712457,5.0,Public_or_other,Public_Sector,No,2.0,136.6258215
Browns,2.0,706.6758783,2777.188033,30-45,55733.424960000004,No,78.90567895,Yes,Male,By_16:00,0.5959602310000001,0.08934942300000001,5723.0,61.51994574,96.40024072,240.9378466,998.0270322,5.085057765,7.843465161,10.277000000000001,6150.524602,No,138.9992782,7.343457954,11.78979551,82.80164604,235.5586261,100.0,Education,15.0,798.6839924,2.0,Motorcycle_or_truck,Services_or_Retail,Yes,1.0,44.71749647
Blues,1.0,1470.151754,11154.91072,45_and_up,240649.6261,No,491.18893679999996,Yes,Female,By_16:00,0.592853809,0.291837575,9989.0,68.99653282,93.48178958,365.6208059,105.03436229999998,65.59483018,8.306415161,4.011,25540.215659999998,No,518.1438813,4.349455265,22.76277402,2.360927942,490.0505846,60.0,Financial,12.0,733.8764464,4.0,Motorcycle_or_truck,Industry_or_other,No,0.0,853.6315597999999
Pinks,8.0,812.922604,75677.26216,45_and_up,73707.99199,Yes,584.3447967000001,Yes,Female,After_16:00,0.233240922,0.954603378,9823.0,397.9511267,73.26957074,3588.6870200000003,855.4321888000001,50.56606801,19.94871241,0.177,45703.82725,Yes,77996.46751,3.554663265,279.27847660000003,5.271235015,270.9742013,90.0,Environment,8.0,264.271994,2.0,Foot_or_bicycle,Services_or_Retail,No,2.0,396.52186989999996
Khakis,2.0,,105439.1839,45_and_up,83614.17137000001,No,625.5835119,Yes,Male,After_16:00,0.5431722760000001,0.37663779299999994,3572.0,411.24579789999996,0.168194552,4475.4023560000005,819.7680125,36.63711571,20.27919618,6.428,49180.53869,Yes,133437.5702,3.735886312,365.291076,84.05298318,288.64429160000003,100.0,Education,10.0,172.871022,0.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,437.86637239999993
Browns,2.0,530.3130173999999,116223.8942,30-45,31434.759489999997,No,1006.6203419999999,No,Male,After_16:00,0.8723989059999999,0.82125332,8083.0,591.9445549,43.23724951,7758.717014,325.9723762,97.15376527,24.32991071,7.917000000000001,77306.38217000001,Maybe,432283.6197,3.075688926,657.4827904,42.25713238,176.7710058,70.0,Social,10.0,365.05458799999997,3.0,Public_or_other,Industry_or_other,Yes,2.0,816.2439277000001
Yellows,8.0,-204.8966815,-18283.05792,30-45,4606.4400049999995,Yes,690.9853922,Yes,Male,By_16:00,0.92929024,0.691652945,8487.0,521.3716823,64.83210684,3719.661964,197.8788907,76.21243545,22.83356482,5.513,55229.654039999994,No,71658.9319,2.587943219,267.69186,73.99182408,-68.29889383,100.0,Education,12.0,257.9377396,2.0,Public_or_other,Hightech,No,1.0,389.96338439999994
Khakis,5.0,261.9527938,43005.34536,45_and_up,7721.680509000001,No,667.4569164,Yes,Female,By_16:00,0.325662785,0.72222196,3326.0,435.12322589999997,46.097458200000005,5795.410035,558.5521474,1.170840464,20.85960752,6.6739999999999995,53605.97752,Yes,242572.3633,9.196847391,492.5163584,82.27768617,87.31759795,60.0,Financial,6.0,80.35106357,3.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,453.1887545
Pinks,8.0,829.6365245000001,196481.793,,76763.96359,Yes,908.3506091,No,Female,After_16:00,,0.34867918600000003,6947.0,647.5967491,86.95922159,8400.056431,862.9132898,51.90991475,25.44792229,,75591.39257000001,No,504790.7729,2.322967856,710.4862932,20.75768283,276.5455082,100.0,Education,9.0,257.2333989,3.0,Foot_or_bicycle,Public_Sector,Yes,1.0,508.92981119999996
Browns,7.0,620.1596739,203420.7912,30-45,42949.833360000004,No,1157.309362,No,Female,By_16:00,0.7183851609999999,0.959056763,9177.0,708.8228703999999,92.86498572,11258.05297,758.5211459,89.36899814,26.62372758,6.8229999999999995,92798.8984,Yes,968336.1438,3.4915706980000003,984.0407227,78.20436326,206.71989130000003,100.0,Education,15.0,628.345554,3.0,Motorcycle_or_truck,Hightech,Yes,0.0,841.9294120999999
Khakis,5.0,73.63736159,11638.61592,Below_30,637.0414562000001,No,686.5745359,Yes,Female,After_16:00,0.502465254,0.597879156,9251.0,464.0452735,75.75913426,5669.684623,533.8124677000001,11.02869622,21.54171009,,55374.15286,No,224827.1438,2.562797302,474.1594076,85.2173907,24.5457872,60.0,Financial,5.0,72.14852923,5.0,Car,Public_Sector,Yes,1.0,443.03569810000005
Violets,5.0,138.6126749,43563.6415,45_and_up,2191.0346289999998,No,1357.43388,No,Female,By_16:00,0.9564030929999999,0.661389387,5141.0,990.4477801,5.776228942,11409.39296,786.3185466,8.04742733,31.47138033,10.859000000000002,112364.5796,Yes,888965.6327,6.403760768,942.8497402,36.47221844,46.20422496,80.0,Healthcare,14.0,,2.0,Motorcycle_or_truck,Public_Sector,No,1.0,743.4918087
Turquoises,1.0,733.6126965,97580.56642999999,45_and_up,60053.15851,Yes,637.5096984,Yes,Female,After_16:00,0.647142109,,7104.0,361.9167658,72.39989375,4714.245648,,17.23544046,19.02411012,2.8960000000000004,48243.544310000005,No,159233.8886,6.807026400000001,399.0412117,61.663729700000005,244.53756549999997,90.0,Environment,12.0,176.5635283,5.0,Foot_or_bicycle,Public_Sector,No,1.0,543.760976
Browns,8.0,651.9977981000001,38586.8388,30-45,47460.79135,No,593.5686007999999,Yes,Female,By_16:00,0.922403283,0.517315069,6444.0,478.34399019999995,8.094789251,2732.1620190000003,585.6920255,36.06500977,21.87107657,9.556000000000001,,Maybe,31523.080619999997,4.663421242,177.5474039,5.13769777,217.3325994,80.0,Healthcare,14.0,385.083684,2.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,290.60853849999995
Browns,3.0,876.4864066,274490.1372,Below_30,85660.87557999999,Yes,1298.288857,No,Female,After_16:00,0.387270651,0.959981159,5524.0,815.1655542999999,57.42852266,11025.46155,700.1027165,62.338149800000004,28.55110426,10.475999999999999,102836.6395,Yes,882684.7594,4.6920958210000006,939.5130437999999,59.26795425,292.1621355,80.0,Healthcare,11.0,698.0793597,1.0,Public_or_other,Services_or_Retail,Yes,1.0,941.3771065999999
Browns,6.0,415.8263938,323.7344597,30-45,19361.00766,No,10.54755771,Yes,Male,By_16:00,0.049233478,0.308710781,5728.0,10.36162651,93.35915116,44.07923508,4.981448408,23.87529593,3.218948044,10.272,914.1078556,No,5.455018977000001,0.029226602,2.335598205,33.62454697,138.6087979,80.0,Healthcare,10.0,857.5794041000001,0.0,Motorcycle_or_truck,Services_or_Retail,Yes,6.0,1.97706805
Turquoises,4.0,148.07382009999998,21762.15916,Below_30,2495.564183,No,727.1489558,Yes,Female,After_16:00,0.39066138200000006,0.16245147699999998,,425.8877313,86.05023215,5260.8247759999995,256.8794743,70.38704345,20.63704754,1.608,55355.33954,No,194397.1585,5.0339761560000005,440.90493139999995,21.77994598,49.35794002,80.0,Healthcare,14.0,137.4368533,2.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,599.5190089
