Vote,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank,Most_Important_Issue@_0.0,Most_Important_Issue@_0.125,Most_Important_Issue@_0.25,Most_Important_Issue@_0.375,Most_Important_Issue@_0.5,Most_Important_Issue@_0.625,Most_Important_Issue@_0.75,Most_Important_Issue@_0.875,Most_Important_Issue@_1.0
Greys,0.12571428571428578,0.4545454545454546,-0.7277337038734454,0.6531703729271506,-0.24472479064589758,0.4258795364935312,0.7039179560596402,0.5747346840401054,0,0,0,0,1,0,0,0,0
Turquoises,0.23299999999999998,0.4545454545454546,-0.9388802673350934,-0.18168883163043353,-0.24899188011167547,0.5605842308104402,-0.0811484043718769,-0.12836305693947786,0,0,0,0,0,0,0,0,1
Oranges,0.28300000000000003,0.2727272727272727,0.012602640121745001,0.319044606217627,-0.5787429429700043,0.77105950217803,-0.6260265325557266,0.40988641264657893,0,0,0,0,0,0,1,0,0
Khakis,0.4008571428571429,0.18181818181818177,-0.4308026247374565,-0.5382717343404159,0.24365219867080576,0.42010610573441937,-0.3233441796313474,-0.5392245610957805,0,0,0,0,0,1,0,0,0
Reds,0.8740000000000001,0.2727272727272727,-0.8186254423620841,-0.9364306861323283,-0.08861387535181581,0.5970199488353145,-0.012200693467979792,0.5649880383832148,0,0,0,0,0,0,0,1,0
Turquoises,0.9582857142857144,0.5454545454545454,-0.5970647799564388,-1.7224304461483746,1.3012757102216315,0.4804265540626343,-0.5838762012773696,-0.18181049839641364,0,0,0,0,0,0,0,0,1
Reds,0.9134285714285715,0.2727272727272727,-0.945357227899271,-1.0201897339178219,-0.724749640519636,0.561278942074471,0.12866276559435522,0.5741289820731019,0,0,0,0,1,0,0,0,0
Oranges,0.7245714285714286,0.18181818181818177,-0.043310086619738696,-0.6189960340177396,-1.0985157785207578,0.47735047290938587,0.3133029849445777,-1.084853846810721,0,0,0,0,0,0,0,1,0
Violets,0.6341428571428571,0.8181818181818181,2.2486349714119855,0.7870027644974507,-0.9037236522167311,0.033401082632413405,-2.1136976629072164,-1.889387323562713,0,0,1,0,0,0,0,0,0
Turquoises,0.9942857142857144,0.8181818181818181,-0.8154664046402724,-1.7989060984742602,0.8100711085082211,0.49596915163477184,-0.20517573763670818,-0.24111949424206358,0,0,0,0,0,1,0,0,0
Khakis,0.5878571428571429,0.36363636363636365,-0.1658690210526222,-0.9355202616998772,-0.6614859013196455,0.38958247778795957,-0.485735931463986,-0.7134712525112435,0,1,0,0,0,0,0,0,0
Browns,0.5702857142857143,0.8181818181818181,1.8539268503224118,0.9226560049326522,-0.044710366239870875,0.9714142251238436,1.9406057233172402,2.0830970650707243,0,1,0,0,0,0,0,0,0
Turquoises,0.8498571428571429,0.7272727272727273,-0.8837849823399195,-1.4920930647382666,-0.19493730814816035,0.5086066173965772,-0.13728806719972553,-0.2007364247292558,0,0,0,0,0,0,0,0,1
Turquoises,0.06185714285714289,0.7272727272727273,-0.6818945884293229,0.18187399172834015,0.21676231286241934,0.4764139383099157,-0.4988429747718705,-0.14038383597479165,0,1,0,0,0,0,0,0,0
Turquoises,0.3044285714285715,0.7272727272727273,-0.8960668374924111,-0.3334262370389367,1.1270525383705923,0.473096612889798,-0.17334551343021573,-0.14743997574088474,0,0,0,0,0,0,0,0,1
Khakis,0.1527142857142857,0.2727272727272727,-0.32102058763282276,-0.011135987951275912,-0.1893901236639412,0.3956004496043289,-0.4747739549097159,-0.5360797415525856,0,0,1,0,0,0,0,0,0
Khakis,0.15000000000000002,0.0,-0.05443651148032654,-0.005369966545752753,-1.2755060132916416,0.3741289021573292,-0.5565018321366179,-0.7788290835158789,0,0,0,1,0,0,0,0,0
Browns,0.8338571428571429,0.5454545454545454,0.7575864930776279,0.36274497897527563,-1.2035413016060568,0.05834304554764401,-0.4827939704488464,-0.45470213373507207,0,0,0,0,0,1,0,0,0
Browns,0.8417142857142859,0.5454545454545454,1.4944370083760843,0.3460538643803404,0.7264784644137865,0.9393777117294967,1.4931443967174174,1.9460935659480572,0,0,0,1,0,0,0,0,0
Turquoises,0.8917142857142857,0.4545454545454546,-0.49982301836872656,-1.5810111843076495,0.24823897587869342,0.46286498781491264,-0.41523395727889645,-0.46624143785848926,0,0,0,0,0,0,0,0,1
Browns,0.499,0.5454545454545454,2.3411574408017253,1.2015493560734811,0.6066206670080814,0.9885892422984702,2.5755077522879533,2.307997302520331,0,0,0,0,0,1,0,0,0
Turquoises,0.45785714285714285,0.4545454545454546,-0.46996401346961825,-0.6593581838564014,-0.004400019579727349,0.4345497274716555,-0.3402950271532077,-0.5094786655603063,0,0,0,0,0,1,0,0,0
Oranges,0.8221428571428573,0.4545454545454546,-0.6656089803155991,-0.8262693298057548,-1.105906990213109,0.496128817841599,0.5323457920836612,-0.4296431750658306,0,0,0,0,0,0,0,1,0
Turquoises,0.045999999999999985,0.5454545454545454,-0.7623337036433747,0.21555969572902778,-0.6773124676036025,0.5118857417931318,-0.2926553664802677,-0.2430951068688447,0,0,0,1,0,0,0,0,0
Browns,0.17000000000000004,0.6363636363636362,0.41067496713864504,1.7729924248419042,-1.2370459663635838,0.2117221337074284,-0.444088608581874,-0.8991902870064323,0,1,0,0,0,0,0,0,0
Turquoises,0.14942857142857147,0.4545454545454546,-0.8484283484353186,-0.004156067302484861,0.44393379260995264,0.5397669699405937,0.029521955779039218,-0.274701076136152,0,0,0,1,0,0,0,0,0
Blues,0.749857142857143,0.7272727272727273,0.5667407275183505,-0.06576145389833696,2.6533828839091096,0.8701477473835532,0.8683799016347943,-0.6546216315228155,0,0,0,0,0,0,0,0,1
Reds,0.4751428571428572,0.18181818181818177,-0.5613862680521076,-0.0891290143312467,-0.07421290507910264,0.5631545105693647,0.26031630155092556,0.9823181739169536,0,0,0,0,1,0,0,0,0
Browns,0.8478571428571429,0.2727272727272727,1.471465628486939,0.33300444751520936,-0.24472479064589758,0.8038236807386343,1.667738653228729,2.298848569313236,0,0,0,1,0,0,0,0,0
Turquoises,0.5641428571428572,1.0,-0.9654798446469804,-0.8851434431042541,-0.04794353349539504,0.5463142808384953,-0.2272349694473962,0.3409284424264332,0,1,0,0,0,0,0,0,0
Turquoises,0.9060000000000001,0.6363636363636362,-0.7700954556042917,-1.6113586653893501,1.7940778705955498,0.4921481627734954,-0.42002766957850063,-0.1014583661811029,0,0,0,0,0,1,0,0,0
Whites,0.745857142857143,0.09090909090909083,-1.2696334264682032,-1.2711634024634861,-0.2877397897120054,0.4763268738001972,0.08429069545768726,0.22678968645897785,0,0,0,1,0,0,0,0,0
Whites,0.8755714285714287,0.4545454545454546,-0.14324924204167336,-1.546718530685328,-1.1461340113914262,0.5630898908174359,-0.787297012514098,-0.6183566220957797,0,0,1,0,0,0,0,0,0
Purples,0.1777142857142857,0.8181818181818181,0.4922840456051887,1.7566047850577853,0.3342026714188235,0.3132477009277238,-1.528732041941762,-0.4964090317186888,0,0,1,0,0,0,0,0,0
Turquoises,0.4600000000000001,0.5454545454545454,-1.0244844340732728,-0.6639103060186565,-0.035444192975119936,0.5630521313461591,-0.011636992454148221,0.031005076261714594,0,0,0,0,0,1,0,0,0
Browns,0.33157142857142863,0.8181818181818181,0.3393159879942649,1.4297624138078702,-0.3624507808968712,0.18023625381618644,-0.5781796946248609,-0.5077582658272828,0,0,1,0,0,0,0,0,0
Yellows,0.016714285714285737,0.4545454545454546,-0.6766509839449889,1.4916712752145391,-1.2922590795943583,0.42196455280188444,0.6683947961812026,0.675566588288363,0,0,0,0,0,0,0,0,1
Blues,0.499,0.6363636363636362,0.9103911756200331,1.2057980034249196,-0.24472479064589758,0.5644795849776626,1.8043942392890688,1.9289463965993878,0,0,0,0,0,1,0,0,0
Turquoises,0.4055714285714286,0.9090909090909092,-1.0473697851389758,-0.548286403097377,-0.8943432953413705,0.5060766959166665,-0.05218017213680525,-0.060961371410547825,0,0,1,0,0,0,0,0,0
Browns,0.4750000000000001,0.4545454545454546,0.880357652680212,1.125073703747596,1.7441172487872578,0.8267874072815845,0.5576737359627552,1.8866682701945094,0,0,0,1,0,0,0,0,0
Whites,0.05542857142857144,0.4545454545454546,-1.095245281170802,0.1955303582151054,-1.0479043816499816,0.5436882039723728,0.354931949466712,-0.12836305693947786,0,0,1,0,0,0,0,0,0
Greens,0.6544285714285716,0.8181818181818181,-0.3175792362762827,-1.076939523540602,1.2910071933830787,0.6407898735381236,0.29831046537232636,-0.6352855503153161,0,0,1,0,0,0,0,0,0
Whites,0.35371428571428576,0.2727272727272727,-1.0661461359334916,-0.43812504677080377,-1.0330299153962177,0.44469335972689683,-0.07759899814507536,0.18265174198171222,0,0,0,0,0,1,0,0,0
Turquoises,0.6945714285714286,0.7272727272727273,-0.9868244656964548,-1.1622159453801808,-0.491699475242279,0.4924009989130128,0.029936402644738843,-0.16314845436912956,0,0,0,0,0,0,0,0,1
Blues,0.8621428571428571,0.36363636363636365,1.1916764529079984,-0.3042926552005041,2.947512961604745,0.38735382168229987,-2.2641655961486418,1.4560151354909898,0,0,0,1,0,0,0,0,0
Greys,0.7571428571428571,0.4545454545454546,-0.9228999779023848,-0.688188290884017,-0.931794943350781,0.45474855851031465,-0.03361712291462561,0.5979440011611912,0,0,0,0,1,0,0,0,0
Browns,0.712,0.9090909090909092,-0.3273336209292463,0.6216089926021823,0.00915480171285266,0.16943450613039915,-0.761512324056555,-1.2341041845897802,0,1,0,0,0,0,0,0,0
Reds,0.6318571428571429,0.36363636363636365,-0.8886679452371906,-0.4220408817975025,0.04196275909235625,0.5337293295951813,-0.24998854718454375,0.5131157301101206,0,0,0,0,1,0,0,0,0
Turquoises,0.3062857142857143,0.4545454545454546,-0.7664662286673317,-0.33737140957955775,0.48360842444530916,0.4760258986603143,0.03785058179907164,-0.3769320669001173,0,0,0,1,0,0,0,0,0
Browns,0.6237142857142857,0.7272727272727273,0.9493587246649188,0.8091564256870922,-0.7193756950236259,0.12548299662527887,-1.1214726746758832,-0.9256193037657313,0,0,0,0,0,1,0,0,0
Turquoises,0.6572857142857143,0.8181818181818181,-1.1700104712926211,-1.0830090197569422,-0.6985240869034015,0.5261817843548231,-0.036300623368091686,0.1592629745130736,0,1,0,0,0,0,0,0,0
Reds,0.6875714285714287,0.09090909090909083,-0.8442993119433486,-0.5403960580161349,-0.6948431961041347,0.6075230585579748,-0.026734086625816354,-0.005841756966206145,0,0,0,0,1,0,0,0,0
Turquoises,0.004285714285714282,0.7272727272727273,-0.5550858927246555,0.30417434048759356,-0.7549289244703358,0.5461776926644467,-0.4194916666057112,-0.3825790037062405,0,0,0,0,0,1,0,0,0
Turquoises,0.22971428571428576,0.7272727272727273,-0.9376946289928874,-0.17470891098164223,0.9701137962828891,0.5725391620501202,-0.11398991474464056,0.012626564951074904,0,0,0,0,0,0,0,0,1
Turquoises,0.867,0.8181818181818181,-0.8027002827432469,-1.5285100420363074,-1.0524820864476963,0.4978058914317768,-0.4680169890059479,0.07459409008236523,0,0,0,0,0,1,0,0,0
Reds,0.5755714285714286,0.09090909090909083,-0.6945700311330744,-0.30247180633560194,0.9409666107029151,0.5551695550331945,-0.26341568346721905,0.7319630776419351,0,0,0,0,1,0,0,0,0
Turquoises,0.5681428571428572,0.36363636363636365,-0.9898585203567106,-0.8936407378071303,0.7688266708286372,0.48360151522473,-0.2321216049560118,0.0532221253859852,0,0,0,1,0,0,0,0,0
Khakis,0.8264285714285715,0.18181818181818177,-0.9011186455154191,-1.4423231957642777,-0.8509698603707261,0.42106686250215053,-0.19399931979274576,0.08603879467162644,0,0,0,0,0,1,0,0,0
Browns,0.08171428571428574,0.7272727272727273,1.3886667422188494,1.9605398579268138,-0.30315529348662,0.0014890951627673944,-0.9554371439592543,-1.098354572757293,0,0,1,0,0,0,0,0,0
Greys,0.7917142857142858,0.5454545454545454,-1.1843351892037626,-0.7616291951017324,0.45062363851962056,0.4906247522792881,0.1803426526855683,0.4292144627386941,0,0,0,0,1,0,0,0,0
Reds,0.24585714285714289,0.09090909090909083,-1.055636809521102,0.39794805703004854,-0.7039036851589026,0.560221271130676,0.02504471258685877,0.39007652886714467,0,0,0,0,1,0,0,0,0
Khakis,0.133,0.18181818181818177,-0.5436919322172408,0.030743535941470928,0.1380550265629945,0.4970868311344624,-0.3290953203562178,-0.4361169051448094,0,0,0,0,0,1,0,0,0
Browns,0.05299999999999999,0.8181818181818181,2.3711972248108526,2.0215382949010325,-0.6914645811334659,0.0052780439320257435,-2.2161253280794746,-1.8872055748043168,0,0,0,0,0,1,0,0,0
Turquoises,0.05199999999999999,0.7272727272727273,-0.8223797961365904,0.20281375367471355,-1.2023921566771296,0.4835905177224641,-0.3961297369492856,-0.027657623584061517,0,0,0,0,0,1,0,0,0
Browns,0.15114285714285713,0.6363636363636362,1.326972785112078,1.813051099869749,-0.6920606677457877,0.8577174961589964,1.649115328691759,1.943132983123335,0,0,0,0,0,0,0,0,1
Khakis,0.3384285714285714,0.09090909090909083,-0.13544455170740285,-0.40565324201338404,0.400596929167244,0.37192618082272777,-0.5477238198951506,-0.6747179331357375,0,0,0,0,0,0,0,0,1
Turquoises,0.5071428571428572,0.6363636363636362,-0.6313631648640196,-0.7640569935882685,-0.28531189197413914,0.513994470197588,-0.18786584624512542,-0.4528265568144582,0,0,0,0,0,0,0,0,1
Turquoises,0.3201428571428572,0.4545454545454546,-0.5670530271607558,-0.3668084662288075,-1.258927763092673,0.5733479966280296,-0.3563056652990657,-0.36244120302601146,0,0,0,1,0,0,0,0,0
Whites,0.11299999999999999,0.2727272727272727,-1.129843639834788,0.07323000945585172,-1.161592985278843,0.45927795395734944,-0.0500791997202911,0.1988122162833808,0,0,0,0,0,1,0,0,0
Browns,0.051428571428571435,0.9090909090909092,-0.3273336209292463,2.0248765178200197,-0.9425658175494215,0.9299667560339355,2.1674146248980555,2.2391769593190354,0,0,1,0,0,0,0,0,0
Whites,0.9728571428571429,0.36363636363636365,-0.29894548258921116,-1.753384876851709,-0.41863773880421845,0.5451318152171752,-0.6794393354410119,-0.5178750991177024,0,0,0,0,0,1,0,0,0
Turquoises,0.9040000000000001,0.6363636363636362,-0.8176675604589134,-1.6071100180379123,-1.308888668822447,0.4924597457695046,-0.3522935700278159,-0.10740067529279566,0,0,1,0,0,0,0,0,0
Purples,0.07885714285714285,0.6363636363636362,0.6504104284297607,1.9666093541431544,-1.2633536886583914,0.2847816976342843,-1.7909915069371753,-0.1806929828372045,0,0,0,0,0,0,0,0,1
Pinks,0.7415714285714285,0.4545454545454546,-0.19859966217093777,-1.262059158138976,0.37676876989242497,0.3940918824677935,-0.5117147630105487,-0.6679225975354772,0,0,1,0,0,0,0,0,0
Whites,0.7201428571428572,0.18181818181818177,-0.3273336209292463,-1.2165379365164248,-0.3125012892756325,0.5224086320580995,-0.014637846499428054,0.09608852289686631,0,0,0,0,0,0,0,0,1
Greens,0.7167142857142859,0.7272727272727273,-0.33225280747492264,-1.2092545410568167,0.7684648670980493,0.6516568241448958,0.1845310314738185,-0.5885556281148892,0,0,1,0,0,0,0,0,0
Greens,0.01885714285714285,0.5454545454545454,-0.17414696299957005,-0.0035491176808506463,-1.0312797111121281,0.6308741003647484,0.22163735569178677,-0.8274921494742825,0,0,0,0,0,0,0,0,1
Khakis,0.5941428571428571,0.5454545454545454,-1.1821091475322585,-0.9488731533758253,-0.29890834733456567,0.45349017599931835,0.09108391238136664,0.17864586440846636,0,0,1,0,0,0,0,0,0
Oranges,0.6839999999999999,0.5454545454545454,-0.1923935868479852,-0.5328091877457098,1.0296171479280118,0.6941010568662772,-0.7537124033957815,0.366997765946346,0,0,0,0,0,0,0,1,0
Turquoises,0.853,0.4545454545454546,-0.8192335260245952,-1.4987695105762409,1.1930259936788794,0.5192567576298125,-0.2410420014057162,-0.20432045271260435,0,0,0,0,0,1,0,0,0
Whites,0.499,0.36363636363636365,-1.2833412812816565,-1.022314057593541,1.1712642064238445,0.5225765061368592,0.11299367620710499,0.18190156515760933,0,0,1,0,0,0,0,0,0
Browns,0.9784285714285714,0.5454545454545454,1.5679418013457844,0.0556284704284654,0.5927729648690769,0.895731946929046,1.4102183113020887,2.2679599561626054,0,0,0,0,0,1,0,0,0
Turquoises,0.9395714285714287,0.8181818181818181,-0.6570027794492983,-1.6826752459313468,-0.2756397720176144,0.39911095339960734,-0.31949238641459027,-0.1649399419153953,0,0,1,0,0,0,0,0,0
Browns,0.6442857142857144,0.7272727272727273,2.06001325485734,0.7654560529294433,-0.05955452622451786,0.053210606841418415,-1.895750585896272,-1.841511626311558,0,0,1,0,0,0,0,0,0
Turquoises,0.5164285714285715,0.8181818181818181,-0.8502220455821923,-0.783782856291374,-0.03564553408730906,0.4714794968994819,-0.11415134376361076,-0.23614805911867984,0,0,1,0,0,0,0,0,0
Greens,0.7170000000000001,0.9090909090909092,-0.22508486423960644,-1.2098614906784508,-0.2739541027666614,0.6430113817973732,0.048731788779641357,-0.7339375947535131,0,0,1,0,0,0,0,0,0
Browns,0.8554285714285714,0.7272727272727273,0.8566391236992131,0.316920282541908,-1.0652255735783989,0.9189259196365284,1.0840761704745787,1.1875591382709194,0,0,0,0,0,1,0,0,0
Browns,0.14957142857142858,0.7272727272727273,1.6075743536317775,1.816389322788736,-0.22746023005851915,0.06925201577015658,-1.4740778061998556,-1.5046305068870434,0,0,0,0,0,1,0,0,0
Whites,0.0397142857142857,0.36363636363636365,-0.3273336209292463,0.2289125874049762,1.1330365076235958,0.472777450296253,-0.018633490657330064,0.3287761048753111,0,0,0,0,0,1,0,0,0
Turquoises,0.22657142857142853,0.7272727272727273,-0.7719674070177499,-0.1680324651436683,-1.3605409361624945,0.43829087867897953,-0.17054757570968487,-0.24094433641660237,0,0,0,0,0,1,0,0,0
Browns,0.5318571428571429,0.6363636363636362,2.3019418761754333,1.0042907290424274,-0.21433215602399655,0.992617303980214,2.4982577237126744,2.2909754604145838,0,0,0,0,0,1,0,0,0
Browns,0.9511428571428573,0.6363636363636362,1.0639619365020414,0.11359215929451383,-0.755835769779928,0.07008619590935335,-0.15600890330107767,-1.2632702892430616,0,0,1,0,0,0,0,0,0
Khakis,0.9681428571428572,0.18181818181818177,-0.20417022808397767,-1.743370208094748,-0.4906525999741277,0.37851827542367844,-0.44245310360689316,-0.6632098936059213,0,0,0,0,0,1,0,0,0
Greens,0.16485714285714292,0.4545454545454546,-0.241322684481063,-0.036931346870721436,0.2017752370137937,0.6603029012675848,0.18045545136011112,-0.670597131528511,0,0,0,0,0,0,0,0,1
Blues,0.5704285714285715,0.6363636363636362,-0.08969907132046911,0.31540290848782304,-0.24472479064589758,0.24753898654956336,0.9592880734688639,0.18892291606464376,0,0,1,0,0,0,0,0,0
Turquoises,0.8922857142857143,0.6363636363636362,-0.6116313305931089,-1.5822250835509175,1.8698513093329903,0.41647659184659586,-0.39648398405916335,-0.23725158158423393,0,0,1,0,0,0,0,0,0
Turquoises,0.059142857142857164,1.0,-0.7956990005710162,0.1876400131338633,-0.12417224919229251,0.47273463102582164,-0.21201488058514903,-0.24633226975158792,0,1,0,0,0,0,0,0,0
Browns,0.713857142857143,0.6363636363636362,2.01019461219594,0.6176638200615612,-0.038493434131756904,0.9971070777354576,2.170766942223784,2.0477641482245974,0,0,1,0,0,0,0,0,0
Blues,0.7437142857142858,0.9090909090909092,1.8971156189520684,-0.052712037033205913,1.9191745743959505,0.08479441005822227,2.07096638705701,-1.8547740233272085,0,0,1,0,0,0,0,0,0
Turquoises,0.8422857142857143,0.8181818181818181,-1.0042263226366466,-1.4760088997649654,-0.5020421182547904,0.4877700683427262,-0.14075095939586016,-0.04481933313759989,0,1,0,0,0,0,0,0,0
Yellows,0.963857142857143,0.8181818181818181,-0.930791600110037,-0.0035491176808506463,-1.4247497506947522,0.41100335673506383,0.2439788955609195,0.47118303370416,0,1,0,0,0,0,0,0,0
Turquoises,0.5564285714285715,0.9090909090909092,-1.188446800569454,-0.8687558033201358,-1.1374981643522852,0.46342953206525467,0.22500605844888405,0.0785624977811659,0,1,0,0,0,0,0,0,0
Violets,0.3511428571428572,0.8181818181818181,1.2961298583871677,1.38818636472594,-0.1296011679317628,0.7690974109375707,1.6966487193800712,2.1479004943066085,0,1,0,0,0,0,0,0,0
Turquoises,0.985857142857143,0.7272727272727273,-0.9074295121844562,-1.7810010846360567,-0.6787867099911422,0.5036574906471833,-0.08349713118753313,-0.20364834874389665,0,0,1,0,0,0,0,0,0
Greys,0.17728571428571427,0.09090909090909083,-0.9542243757522274,0.5436159662222114,-0.8101504930591376,0.4495460491566939,0.2492720980731862,-0.15814033509799735,0,0,0,0,0,0,1,0,0
Greys,0.4405714285714286,0.36363636363636365,-0.6392103945144793,-0.01568811011353091,-0.037987849501765085,0.4912404743898414,0.9971834022093193,-0.01396720599864595,0,0,0,0,0,0,1,0,0
Khakis,0.47871428571428576,0.2727272727272727,-0.9220385675138907,-0.7036655062356845,-1.3020798269735132,0.4369666231676512,-0.23322949795444714,0.09199830966400725,0,0,0,0,0,1,0,0,0
Turquoises,0.7024285714285714,0.2727272727272727,-1.129472034207614,-1.1789070599751161,-0.3125325613233823,0.4677914670825116,-0.07515442551927957,0.1672286372442189,0,0,0,1,0,0,0,0,0
Greens,0.52,0.6363636363636362,-0.33378188977156903,-0.7913697265617992,-0.8674057427875121,0.6523272254302674,0.22856017254262664,-0.5835046364591281,0,0,1,0,0,0,0,0,0
Reds,0.3977142857142858,0.09090909090909083,-0.7131455775164839,0.07535433313157093,-0.22648254144737165,0.6513494304449607,0.22708551680734537,0.04919380006121876,0,0,0,0,1,0,0,0,0
Turquoises,0.7215714285714285,1.0,-0.9134496881255391,-1.2195726846245951,0.13832047135302936,0.5704067490410586,-0.1430479860988203,-0.018104916921604344,0,1,0,0,0,0,0,0,0
Browns,0.6120000000000001,0.6363636363636362,2.1057103916216513,0.8340413601740869,0.8590130334078269,0.0306622827382264,-2.0070741173733486,-1.7330133361113882,0,0,0,1,0,0,0,0,0
Browns,0.08742857142857141,0.36363636363636365,2.1498440610335416,1.9484008654941338,-0.5395086471983624,0.038793112788084415,-1.9737447405721438,-1.8651434211777986,0,0,0,1,0,0,0,0,0
Turquoises,0.11771428571428577,0.5454545454545454,-0.9067420414479257,0.06321534069889066,0.9818065140329988,0.5816456150880884,0.15651346933409813,-0.11461197136762408,0,0,0,1,0,0,0,0,0
Turquoises,0.8004285714285715,0.6363636363636362,-0.7010498490175728,-1.3870907801955827,0.27993100171800056,0.43133494809449746,-0.4140204881543305,-0.1117965788203496,0,0,0,1,0,0,0,0,0
Khakis,0.26642857142857146,0.2727272727272727,-0.36860956075364204,-0.252701937361613,-0.5239554645597922,0.3996441615392929,-0.3908335352892237,-0.5354020582425774,0,0,0,0,0,1,0,0,0
Turquoises,0.06785714285714284,1.0,-0.7507193255312986,0.16912804967402592,0.2598396879572333,0.4994586500427034,-0.30025348889147874,-0.2549819203546694,0,1,0,0,0,0,0,0,0
Whites,0.2222857142857143,0.4545454545454546,-0.8802432368122364,-0.15892822081915803,-1.164114436937014,0.43624089903124014,-0.299652738303152,-0.12836305693947786,0,1,0,0,0,0,0,0,0
Turquoises,0.8344285714285715,0.6363636363636362,-0.9911530470614839,-1.45931778517003,1.1727431399575865,0.4793550706832439,-0.15683627646997816,-0.03883461438487419,0,1,0,0,0,0,0,0,0
Turquoises,0.13028571428571434,0.8181818181818181,-1.0148965959945335,0.03650955734699382,0.5676272239314576,0.5246170835712383,-0.09345519672342815,-0.05434284263917228,0,1,0,0,0,0,0,0,0
Reds,0.10628571428571432,0.2727272727272727,-0.6941840895881107,0.6944429471982638,-1.1103766936427546,0.6409947626000018,-0.17905075677359383,0.31946842052110963,0,0,0,0,1,0,0,0,0
Yellows,0.32085714285714284,0.5454545454545454,0.12177679819718569,0.8455734029851327,-0.24472479064589758,0.4163957613750793,0.30329998602134317,-1.2041235783436888,0,0,1,0,0,0,0,0,0
Whites,0.20557142857142863,0.18181818181818177,-0.040142629191255504,-0.12342166795356828,0.8016719264433283,0.5033224091686083,-0.9181603675987577,-0.687375442246669,0,0,0,1,0,0,0,0,0
Turquoises,0.06814285714285717,0.5454545454545454,-0.5207512788419889,0.1685211000523917,0.45660966913363726,0.4472215806054315,-0.47657589900648034,-0.37386616261019057,0,0,1,0,0,0,0,0,0
Greens,0.8697142857142859,0.2727272727272727,-0.2883161506764616,-1.5342760634418307,0.4373379992025978,0.6465416985387958,0.2179627033147002,-0.6574631682310949,0,0,0,1,0,0,0,0,0
