Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Khakis,9.0,424.785396,42692.94963,45_and_up,20200.77654,No,552.0203655,Yes,Female,After_16:00,0.7204417040000001,0.130350671,3769.0,365.9403887,70.6919821,3747.0232490000003,207.1280677,20.0475907,19.12956844,6.231,43257.01248,Maybe,90910.84126,8.681572062999999,301.5142472,22.71461624,141.595132,90.0,Environment,9.0,265.6749587,1.0,,Hightech,Yes,1.0,
Khakis,4.0,286.14093199999996,,30-45,9202.783973,No,727.4383773,No,Female,By_16:00,0.543441924,0.44030529799999996,5128.0,485.8476113,64.51484752,6166.949562,570.4577082999999,87.44527486,22.04195117,4.872,58657.99853,Yes,,5.601012517999999,519.5254338999999,30.61774338,95.38031066,90.0,Environment,9.0,33.70942187,2.0,Motorcycle_or_truck,Services_or_Retail,No,1.0,476.4459675
Turquoises,8.0,167.79730800000002,17631.82125,45_and_up,3194.369834,No,673.9963418,Yes,Female,By_16:00,0.748042601,0.18108431600000002,6958.0,456.70391100000006,29.62396673,4065.750632,632.9141973999999,1.050800644,21.37063197,3.042,52541.50777,Maybe,99372.65191,0.558838882,315.234281,32.89929139,55.93243601,90.0,Environment,15.0,193.36728430000002,1.0,Foot_or_bicycle,Hightech,No,0.0,462.87878770000003
Khakis,8.0,508.45424349999996,53662.32636,Below_30,28904.564489999997,No,571.0600373999999,Yes,Male,By_16:00,0.896055963,0.864217986,8127.0,377.76813050000004,45.06326327,3921.7401259999997,521.6172636,30.89748132,19.43625814,1.8730000000000002,44776.70435,No,100248.4691,2.8168366939999996,316.6203865,86.48209523,169.4847478,80.0,Healthcare,8.0,242.5024704,4.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,398.81336269999997
Turquoises,9.0,730.9460156,103912.3938,Below_30,59618.323970000005,Yes,682.3487107000001,Yes,Male,By_16:00,0.21461174,0.019737926,5067.0,378.6858355,79.77214737,5022.217154999999,700.2763043,90.14188438,19.45985189,4.933,51293.72234,Maybe,181889.07,8.693775686,,78.42337559,243.6486719,80.0,Healthcare,14.0,172.2783806,1.0,Foot_or_bicycle,Hightech,No,0.0,597.7660079
Turquoises,4.0,768.5419231000001,101568.6383,45_and_up,65894.70147999999,Yes,655.06196,Yes,Female,After_16:00,0.179316458,0.355021741,5258.0,437.44262469999995,27.58534106,4839.612557,97.27565339,19.83753087,20.91512909,4.742,51934.39733,No,157190.6263,0.121289645,396.4727308,50.98260539,256.18064100000004,100.0,Education,16.0,133.5334633,2.0,Public_or_other,Hightech,No,3.0,443.4326495
Oranges,5.0,337.43590919999997,67247.42415,45_and_up,12773.922279999999,No,500.62296560000004,No,Female,By_16:00,0.92011606,0.31378399100000004,4039.0,268.3175361,39.99694579,6515.31923,701.5523659,57.56954586,16.38040098,7.961,40799.28167,No,357446.6426,8.556696707,597.8684158,93.60074184,112.4786364,30.0,Military,9.0,271.1393414,1.0,Car,Hightech,Yes,0.0,398.70068310000005
Whites,,84.89991427,15776.2664,45_and_up,839.1883539999999,Yes,658.9010011,No,Male,After_16:00,0.16672362599999999,0.288997416,9100.0,412.26386549999995,44.06086272,6399.1857979999995,397.66895560000006,77.71581451,20.30428195,0.9,53135.40726,Maybe,310768.1257,7.105189823,557.4658067,80.91683714,28.29997142,90.0,Environment,10.0,110.8113865,2.0,Foot_or_bicycle,Industry_or_other,No,1.0,464.23388289999997
Khakis,5.0,369.922991,61196.39437,45_and_up,15338.087580000001,Yes,683.5438022000001,Yes,Female,By_16:00,0.5766805660000001,,9079.0,,64.05764278,5827.819684,571.4880555999999,92.6446673,20.7956357,0.9209999999999999,54289.911029999996,Yes,246304.0376,9.54727706,496.29027560000003,44.4644239,123.3076637,60.0,Financial,5.0,68.46816558,1.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,489.40431409999997
Turquoises,8.0,412.6773333,53905.644089999994,Below_30,19070.06816,Yes,670.4038638999999,Yes,Female,By_16:00,0.559299078,0.492217649,4237.0,475.55974299999997,65.6498218,4869.84531,56.63335533,83.08880725,21.80733232,5.763,54054.40384,Yes,153564.1208,5.449979717000001,391.87258239999994,75.95472436,137.5591111,90.0,Environment,15.0,145.06901489999998,3.0,Public_or_other,Student_or_Unemployed,No,0.0,406.425674
Yellows,5.0,-292.23491210000003,-26389.838519999998,30-45,9401.615459,No,680.0128016,Yes,Female,After_16:00,0.41043224799999994,0.603805017,9603.0,359.58352560000003,28.97077289,3428.272373,185.9881005,90.90101838,18.96268772,4.397,48519.80356,No,73392.51643999999,5.703353859,270.9105322,,-97.41163738,80.0,Healthcare,13.0,312.01050939999993,3.0,Public_or_other,Hightech,Yes,0.0,658.5931506000001
Blues,9.0,1674.4852019999998,231686.1856,45_and_up,312112.6831,No,1065.4960800000001,Yes,Female,After_16:00,0.355799655,0.436832156,6884.0,608.9174266,73.94625414,5368.713917,7.909144275,22.42564685,24.67625228,7.1160000000000005,77664.12239,Yes,172297.97,1.505480525,415.08790639999995,95.26621234,558.161734,100.0,Education,16.0,472.5543971,4.0,Motorcycle_or_truck,Hightech,Yes,1.0,
Turquoises,7.0,407.4791748,52591.86343,30-45,18594.63505,No,685.5306778,Yes,Male,After_16:00,0.837812445,0.14284826,3237.0,435.08368889999997,67.57767987,4742.158882,114.42321629999999,52.65456759,20.85865981,6.763,53129.91103,Maybe,149923.1821,5.043649741,387.19915039999995,26.74377363,135.8263916,60.0,Financial,10.0,130.5672185,3.0,Motorcycle_or_truck,Public_Sector,Yes,1.0,510.47088539999993
Khakis,2.0,77.80044131,8256.509941,30-45,708.478888,No,585.0794166000001,Yes,Female,By_16:00,0.0809578,0.9762853109999999,8492.0,390.6035358,32.84777105,3964.933205,60.98611257,21.72786104,19.76369236,1.508,45938.77005,Yes,101361.121,3.3814511260000004,318.3726134,26.480542800000002,25.93348044,100.0,Education,9.0,232.997963,5.0,Public_or_other,Hightech,Yes,1.0,403.397946
Khakis,4.0,44.22597722,4835.889495,30-45,242.06833250000003,No,596.9956929,Yes,Female,By_16:00,0.8116034409999999,0.870911364,4326.0,403.27818510000003,30.004036499999998,4086.9063810000002,500.45512379999997,30.594197100000002,20.0817874,5.6739999999999995,47095.97384,Yes,107606.9619,4.175077435,328.03500110000004,4.81187799,14.74199241,70.0,Social,6.0,220.0829579,0.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,402.4836524
Turquoises,9.0,780.1672532,84966.40513,30-45,67899.04941,Yes,639.9578751,Yes,Male,After_16:00,0.685252105,0.215258853,7674.0,421.2338369,96.67917809,4109.705747999999,867.703435,70.97960671,20.52398199,2.326,49749.06357,Yes,106748.4463,1.5959598240000001,326.72380739999994,1.093991287,260.0557511,70.0,Social,11.0,195.2794477,1.0,Public_or_other,Industry_or_other,,1.0,456.3500824
Greens,6.0,1030.834624,92153.92069,45_and_up,118422.5029,No,780.6048951,Yes,Female,By_16:00,0.5663885160000001,0.872902973,5852.0,495.4891546,38.40587572,3672.899886,853.5043427,20.61025153,22.25958568,4.148,58359.2893,No,71927.03347000001,2.6190272969999997,268.1921577,28.51967788,343.6115413,80.0,Healthcare,11.0,259.1131091,3.0,Public_or_other,Hightech,Yes,0.0,615.6908804999999
Browns,9.0,253.0042381,82630.16174,Below_30,7206.684136,No,,No,Male,After_16:00,0.7846785270000001,0.249663473,5206.0,794.9103694,35.33212401,11387.6995,839.4350883999999,15.72108057,28.19415488,10.794,100276.4558,No,959984.2831,5.882830082000001,979.7878766000001,96.95447194,84.33474604,100.0,Education,13.0,674.2577592,1.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,870.7492323999999
Turquoises,5.0,674.1442602000001,92488.98261,45_and_up,,Yes,675.5433026000001,Yes,Male,By_16:00,0.8948412840000001,0.057397813,7604.0,465.4190432,33.61114874,5046.677444,618.1958732,2.3629003440000003,21.5735728,2.396,54143.80779,Yes,169401.3362,4.241324463,411.5839357,96.72346667,224.7147534,60.0,Financial,8.0,117.35458529999998,2.0,Public_or_other,Hightech,No,1.0,431.0155403
Reds,8.0,260.8482647,37512.70371,45_and_up,7657.151331,No,760.0180493,Yes,Female,By_16:00,0.42707156799999996,0.848178933,9846.0,477.5280509,27.51966652,5269.369301,350.38854269999996,60.48440293,21.85241522,2.154,58743.1614,No,186132.9838,1.4908391840000002,431.4313199,84.05889787,86.94942156,40.0,Foreign_Affairs,8.0,103.49973370000001,3.0,Foot_or_bicycle,Hightech,No,0.0,574.1993428999999
Greens,1.0,609.6988633999999,61800.699329999996,Below_30,41516.86674,No,803.6018188999999,Yes,Male,By_16:00,0.49882457,0.7356840179999999,8434.0,492.1560961,88.25938648,4025.192029,329.1525643,62.20154706,22.18459141,1.5659999999999998,59733.59997,No,92469.50179,2.787065497,304.08798360000003,34.72155994,203.2329545,60.0,Financial,12.0,253.3869014,3.0,Foot_or_bicycle,Hightech,Yes,1.0,
Greys,,919.0625104000001,,Below_30,94169.23172000001,No,684.9306176,Yes,Female,After_16:00,0.051691988,0.7240281470000001,5092.0,441.6795291,60.17119929,5573.112965,42.03686444,32.14606708,21.01617304,6.9079999999999995,54370.933079999995,Maybe,219937.917,0.15827723300000002,468.9753906,62.41332064,306.35417010000003,40.0,Foreign_Affairs,8.0,68.72533288,1.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,481.04300470000004
Turquoises,5.0,156.8471659,22653.07059,Below_30,2795.730551,Yes,715.1315850999999,Yes,Male,By_16:00,0.504259669,0.20364226600000002,9611.0,476.3635328,49.87877896,5285.55714,635.4416281,31.37642257,21.82575389,0.389,56656.394570000004,Maybe,187734.1646,8.665731417,433.2830075,50.12804752,52.28238864,90.0,Environment,14.0,72.12212538,1.0,Car,Student_or_Unemployed,No,0.0,486.15220980000004
Browns,3.0,185.2920711,54347.14874,30-45,3886.558649,Yes,1205.3753689999999,No,Male,After_16:00,0.5323114729999999,0.843121344,8023.0,791.7258752,59.91072466,10382.61111,8.503000019,72.02958921,28.13762384,7.977,96918.84337999999,No,774252.0544,8.398522916000001,879.915936,,61.76402372,80.0,Healthcare,10.0,570.3770899,5.0,Public_or_other,Public_Sector,No,0.0,809.6609758999999
Browns,6.0,417.18012410000006,,Below_30,19486.75515,No,1407.66155,No,Female,After_16:00,0.314294721,0.66796625,7152.0,929.9980795,67.36508771,11728.829590000001,453.97508380000005,36.1729031,30.49586988,8.847999999999999,112887.7106,Maybe,973938.7332,7.904172356,986.8833432,31.93414852,139.06004140000002,90.0,Environment,13.0,786.7942819,1.0,Car,Public_Sector,Yes,1.0,943.9498887
Khakis,1.0,585.4429005,65253.32973,45_and_up,38287.74649,Yes,601.5031702,Yes,Female,After_16:00,0.2509145,0.6834044,7715.0,391.09402719999997,3.717247397,4125.981087,230.3210711,62.50994084,19.77609737,2.285,46911.67864,Yes,111809.5185,3.7348037769999998,334.3793033,74.07286833,195.14763349999998,60.0,Financial,5.0,209.50614480000002,2.0,Public_or_other,Student_or_Unemployed,Yes,1.0,432.1612307
Purples,5.0,108.8611273,9506.655795,Below_30,1363.03649,Yes,131.9317343,Yes,Female,After_16:00,0.095518745,0.6066705170000001,9577.0,54.87463337,59.5835662,2729.597885,652.8136481,2.512495732,7.4077414489999995,6.422999999999999,11435.63291,Maybe,,1.4695077509999999,261.98486180000003,73.83573509,36.28704243,90.0,Environment,12.0,636.2351482999999,3.0,Foot_or_bicycle,Hightech,Yes,0.0,112.6921561
Blues,10.0,1849.588006,375585.6259,45_and_up,380734.9507,No,479.81618169999996,No,Female,After_16:00,0.09491378800000001,0.051058201,6251.0,380.6634713,91.05121687,6853.261329000001,364.4651498,33.48463932,19.51059895,7.749,44319.152989999995,Yes,371116.6457,2.6530524669999997,609.1934387,72.83154153,616.5293353999999,60.0,Financial,8.0,383.2121762,1.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,152.5994274
Khakis,2.0,258.7233996,43781.08325,30-45,,Yes,714.8294359,No,Female,By_16:00,0.551295161,0.362377059,8722.0,473.9244443,77.35673001,6024.438402000001,39.21123268,27.75788705,21.76980579,1.278,57470.6086,Yes,257717.6109,3.57832425,507.6589514,52.36204281,86.24113321,60.0,Financial,5.0,36.88419754,3.0,Foot_or_bicycle,Hightech,Yes,0.0,475.0630818
Greens,7.0,66.54356197,5702.1598810000005,45_and_up,524.1862583999999,No,768.3198388999999,Yes,Female,After_16:00,0.556230817,0.058062377000000005,4197.0,487.7866268,72.45682597,3546.292214,370.01538860000005,47.56284226,22.08589203,5.803,57358.96789,Yes,66085.95973,8.712349371,257.071896,44.68377677,22.18118732,70.0,Social,9.0,265.8139938,1.0,Public_or_other,Hightech,No,0.0,607.2093705
Greens,1.0,653.4138706,65380.464620000006,30-45,47666.65866,Yes,794.4621386,Yes,Male,By_16:00,0.694742365,0.956606559,3503.0,474.36310679999997,42.97160804,3950.52037,663.6697832,25.25758469,21.77987849,6.497000000000001,,Yes,90107.68157999999,4.522200553,300.1794156,50.71046995,217.8046235,90.0,Environment,11.0,266.87581009999997,1.0,Foot_or_bicycle,Services_or_Retail,No,0.0,675.0348017000001
Greys,5.0,799.2733586,176242.6976,30-45,71258.41354,Yes,764.5733974,No,Female,After_16:00,0.079038601,0.83991801,9498.0,527.1238653,86.73948015,7669.357408,360.9445703,28.78303854,22.95917824,2.502,63720.093479999996,No,437596.7604,,661.5109677,80.91112773,266.4244529,30.0,Military,9.0,171.8232996,2.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,448.02164369999997
Greens,9.0,99.45685271,9754.236405,30-45,1142.226234,No,804.7294332,Yes,Female,After_16:00,0.602008644,0.18584144600000002,6457.0,507.0244527,86.15055215,3956.3005869999997,170.76164340000003,69.20624936,22.51720348,3.543,60237.08987999999,Yes,86568.44959,5.375427618,294.2251682,59.942006299999996,33.15228424,80.0,Healthcare,11.0,247.84732200000002,3.0,Car,Public_Sector,No,2.0,637.9698179
Whites,10.0,931.5013271,160131.3496,45_and_up,96731.02514,No,,No,Female,After_16:00,0.471291905,0.621615054,6174.0,404.6408295,24.15346273,5966.4836399999995,71.42894017,46.12691638,20.11568616,3.826,51016.186460000004,No,265967.3227,0.389355987,515.7201981000001,27.17029308,310.50044239999994,60.0,Financial,6.0,119.64862839999999,0.0,Car,Industry_or_other,Yes,1.0,429.4642058
Browns,5.0,455.28999419999997,145128.9677,30-45,23193.87209,No,1410.718634,No,Male,After_16:00,0.793553545,0.21936183,5100.0,916.0058912999999,13.76232789,11394.85983,752.4545949,28.37183881,30.26558923,10.9,112108.8161,Yes,914480.6269,6.754173255,956.2848042999999,54.51999884,151.7633314,70.0,Social,10.0,782.926251,2.0,Foot_or_bicycle,Public_Sector,Yes,0.0,981.3697023
Turquoises,6.0,543.2263812000001,73015.5603,30-45,32979.39782,Yes,608.0706201,Yes,Male,By_16:00,0.229886055,0.142248956,7972.0,396.24989389999996,80.68366207,4824.827533,88.40095834,16.90906358,19.90602657,2.028,48266.58083,Maybe,162596.6705,5.07313618,403.2327745,95.46074974,181.0754604,90.0,Environment,11.0,161.783311,1.0,Car,Hightech,Yes,0.0,422.2448762
Turquoises,9.0,294.54887610000003,30901.44259,45_and_up,9748.076337,No,,Yes,Female,By_16:00,0.775019128,0.964217234,6691.0,403.427922,23.15558998,3954.188436,313.9152343,63.71694917,20.08551523,3.3089999999999997,48019.93615,Yes,99057.02446,7.009825725,314.73325919999996,6.780355517,98.1829587,70.0,Social,9.0,214.37611189999998,1.0,Motorcycle_or_truck,Industry_or_other,No,2.0,451.9668256
Khakis,4.0,228.37633160000001,20823.87239,Below_30,5881.208648,No,555.8693243,Yes,Male,After_16:00,0.071716257,0.41206548200000004,4606.0,369.3534128,20.42597567,3474.1749340000006,260.1098786,81.79520406,19.21856948,5.394,43219.01111,No,74827.8577,8.558392213,273.5468108,88.85506999,76.12544387,80.0,Healthcare,8.0,282.7930268,2.0,Car,Industry_or_other,Yes,3.0,392.19314330000003
Reds,8.0,339.1527819,71326.49387,30-45,12903.563090000001,No,726.9778537999999,No,Female,After_16:00,0.53649966,0.206577277,8273.0,436.406662,86.74221972,7182.048954999999,701.4460715,96.78762413,20.89034854,3.727,58109.730610000006,No,398064.5424,4.73183671,630.9235631,23.27240999,113.0509273,40.0,Foreign_Affairs,8.0,151.55601409999997,4.0,Public_or_other,Public_Sector,Yes,2.0,542.2390033
Turquoises,5.0,485.3060663,69574.50086,45_and_up,26340.87735,Yes,658.1822794,Yes,Male,After_16:00,0.7358076020000001,0.567531535,4507.0,395.6263369,79.57630653,5092.115925,990.5830404999999,44.40841347,19.89035789,5.492999999999999,50880.63189,No,184974.247,0.19949764,,14.71925713,161.7686888,90.0,Environment,13.0,126.93993770000002,2.0,Public_or_other,Industry_or_other,No,1.0,518.2198873
Purples,1.0,128.68850030000002,23544.643659999998,Below_30,1892.977291,Yes,1284.568138,No,Male,After_16:00,0.236046537,0.335504757,6676.0,945.7668538999999,16.43700034,7380.286066,922.8001276000001,83.06219687,30.75332265,9.324,102402.7879,No,301264.0245,5.433319898,548.8752357999999,18.89163861,42.89616678,70.0,Social,10.0,516.8520639,2.0,Car,Services_or_Retail,No,0.0,756.9808928
Browns,10.0,,59028.72806,Below_30,3958.4108380000002,Yes,1017.243942,No,Female,After_16:00,0.810760975,0.8100095820000001,8288.0,521.1411364,82.25087195,10511.36646,518.2728718999999,88.21689647,22.82851586,7.712000000000001,78650.93359,Maybe,896635.5532,9.147064425,946.9084186000001,95.89040012,62.33837075,90.0,Environment,13.0,604.8681998,0.0,Foot_or_bicycle,Services_or_Retail,No,1.0,907.0521550000001
Blues,3.0,1405.069028,432949.5953,45_and_up,219836.0201,Yes,,No,Female,After_16:00,0.999838978,0.244748785,8508.0,210.7656915,45.68685214,9665.552565,289.5017874,48.43108167,14.51777157,5.492000000000001,47249.80227,No,854519.2761,0.24407578600000002,924.4021182,52.61727986,468.3563427,60.0,Financial,10.0,531.8027591,1.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,637.9874323
Violets,9.0,496.6546569,1348.106251,45_and_up,27582.868019999998,No,6.016417154,Yes,Female,By_16:00,0.290335607,0.145203345,9142.0,1.187163485,7.550447667,83.8055327,809.4214487,44.23784022,1.0895703209999998,6.858,423.5543947,No,66.31041267,1.8831002319999999,8.143120573,24.13698591,165.5515523,60.0,Financial,12.0,855.8846116000001,1.0,Car,Hightech,No,,8.26731592
Browns,4.0,514.5670028,65997.94377,30-45,29601.433489999996,Yes,471.52217970000004,Yes,Male,After_16:00,0.6854508640000001,0.71326708,9056.0,404.24996489999995,77.77854402,,227.97060180000003,26.40381327,20.10596839,6.944,42065.31054,Yes,148053.764,7.1116563070000005,384.7775513,84.55415345,171.5223343,60.0,Financial,12.0,391.37028760000004,1.0,Car,Industry_or_other,No,0.0,138.43891230000003
