Vote,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank,Most_Important_Issue@_0.0,Most_Important_Issue@_0.125,Most_Important_Issue@_0.25,Most_Important_Issue@_0.375,Most_Important_Issue@_0.5,Most_Important_Issue@_0.625,Most_Important_Issue@_0.75,Most_Important_Issue@_0.875,Most_Important_Issue@_1.0
Purples,0.16485714285714292,1.0,0.9837516976616488,1.7839175180313158,-0.0267442285028107,0.99146749592603,1.1626059674649765,0.6392561937704471,0,1,0,0,0,0,0,0,0
Violets,0.4165714285714286,0.7272727272727273,0.032549769062125845,1.2491949013717512,0.3822956991798395,0.5219126571273732,1.5706432202326583,0.908030883698516,0,1,0,0,0,0,0,0,0
Whites,0.33485714285714285,0.2727272727272727,-1.2013427401566315,-0.3980663717429588,-0.9684806732049154,0.4834227495562458,-0.03037466092063399,0.21631313138053354,0,0,0,0,0,0,0,0,1
Oranges,0.383,0.5454545454545454,-0.2904439674231603,0.1066122386457225,-0.6578077431798807,0.5908484442384058,0.47021329761552055,-0.752890814862667,0,0,0,0,0,0,0,1,0
Khakis,0.8605714285714285,0.09090909090909083,-0.2634979954864322,-1.5148536755495423,-0.1521922480846928,0.40103829772552096,-0.43176413691335813,-0.6468909875719202,0,0,0,1,0,0,0,0,0
Turquoises,0.860857142857143,0.6363636363636362,-0.9188301048532681,-1.5154606251711762,-0.24472479064589758,0.4870610778878291,-0.019589898789603696,-0.21463069152141356,0,1,0,0,0,0,0,0,0
Turquoises,0.08899999999999997,0.5454545454545454,-0.7700863900375815,0.1242137776731091,-0.9079578656866543,0.5427587881158665,-0.3816533671075187,-0.10353367150429478,0,0,0,1,0,0,0,0,0
Turquoises,0.29114285714285715,0.9090909090909092,-1.145314467456283,-0.3052030796329551,-0.7524777753939279,0.5186483816891538,0.39384639781363745,0.058797480956135816,0,1,0,0,0,0,0,0,0
Khakis,0.9411428571428573,0.36363636363636365,-0.13068695579220094,-1.6860134688503339,-0.4620264075039871,0.38990356070889964,-0.5223492526758517,-0.7375522728955952,0,0,1,0,0,0,0,0,0
Oranges,0.6658571428571429,0.0,-0.3273336209292463,-0.4942678867719501,1.4771212051572018,0.4601346524030448,-0.30956648084964594,-0.24484257369347176,0,0,0,0,0,0,1,0,0
Greys,0.9452857142857143,0.18181818181818177,-0.7996479841571063,-1.0878646167300143,-0.6261963459073628,0.4087941857367273,0.5829806719794967,0.48835379317597244,0,0,0,0,0,0,1,0,0
Browns,0.9185714285714286,0.6363636363636362,2.4321021806513943,0.1827844161607912,-1.1475251847079762,0.0005828623864787163,-2.2810288193131476,-1.9126495833278105,0,0,0,0,0,0,0,0,1
Greens,0.33100000000000007,0.6363636363636362,-0.2715552268612783,-0.38987255185089986,0.6233477611307078,0.644042854338892,0.16452142605701472,-0.6847593660641664,0,1,0,0,0,0,0,0,0
Reds,0.9561428571428572,0.36363636363636365,-0.967588309562592,-1.1109287023521068,-0.6515357782541983,0.5921850971177649,0.0027798912442723376,0.21910891229173687,0,0,0,0,1,0,0,0,0
Turquoises,0.33585714285714285,0.6363636363636362,-0.8235449968926207,-0.400190695418678,-0.8978552071370761,0.5474033968058436,0.002173599171109179,-0.282019463265648,0,0,0,1,0,0,0,0,0
Greens,0.3035714285714286,0.5454545454545454,-0.20124503120226353,-0.0035491176808506463,1.4063435804235749,0.6219475681320497,0.24925209618219163,-0.12836305693947786,0,0,1,0,0,0,0,0,0
Turquoises,0.8157142857142858,0.4545454545454546,-0.8318071265878254,-1.4195625849530022,-0.9585744858989995,0.5165399368182723,-0.313096954863392,-0.12395442327592995,0,0,0,0,0,1,0,0,0
Turquoises,0.4772857142857143,0.4545454545454546,-0.9888952682715854,-0.7006307581275143,-0.5440437830506389,0.5400071777847354,-0.014142794511898673,-0.10427858983970058,0,0,0,0,0,0,0,0,1
Browns,0.09842857142857142,0.8181818181818181,0.9291065380508784,1.9250333050612243,-0.6935448055380103,0.15733268669699674,-1.020782280309197,-1.1323085277470708,0,0,0,0,0,1,0,0,0
Greens,0.2461428571428571,0.4545454545454546,-0.3160575798164623,-0.209608514225598,0.18514763165194423,0.6394983195991423,0.18913114935115763,-0.646420007054166,0,0,0,0,0,1,0,0,0
Khakis,0.858857142857143,0.2727272727272727,-0.5005298760036592,-1.511211977819738,-0.9411079950454055,0.4166430812613912,-0.33469562957776844,-0.4401653074058379,0,0,1,0,0,0,0,0,0
Turquoises,0.03200000000000003,1.0,-0.5421005490627919,0.24530022718909433,-0.8940998483150236,0.4218779682489999,-0.460431719520889,-0.3028514189678655,0,1,0,0,0,0,0,0,0
Whites,0.798,0.4545454545454546,-1.2086925985845736,-1.3819317084116933,0.7331109971252644,0.492925540726478,-0.0342116608766942,0.20993347247285668,0,1,0,0,0,0,0,0,0
Turquoises,0.3561428571428572,0.6363636363636362,-0.7105799599929173,-0.443284118554693,1.127785854958386,0.5834768768364119,-0.2751385353723516,-0.1880048578945224,0,0,0,1,0,0,0,0,0
Browns,0.6121428571428571,0.4545454545454546,0.18510423787954405,0.8337378853632696,1.5561711316980522,0.7071551243598545,0.8568125367518803,1.3246750201726791,0,0,0,0,0,0,0,0,1
Browns,0.32200000000000006,1.0,1.2822952669244734,1.450095226132609,-0.569640156007774,0.8659900553516694,1.7053833425014735,1.8051735149580361,0,1,0,0,0,0,0,0,0
Browns,0.3551428571428572,0.5454545454545454,1.6109719210043985,1.3796890700230644,0.30645122970035754,0.1365235731919181,-1.2735916845387576,-1.8848018658303112,0,0,0,1,0,0,0,0,0
Browns,0.389,0.9090909090909092,2.1365943342320626,1.307765539859434,0.8367131912120922,0.04460436357564373,-1.980034600096162,-1.862668111853016,0,1,0,0,0,0,0,0,0
Blues,0.9984285714285714,0.6363636363636362,1.848920078941075,-0.593807624719928,3.3019378228024054,0.853614225571412,-1.9431115148698168,-1.8159123518142097,0,0,0,1,0,0,0,0,0
Pinks,0.9747142857142859,0.2727272727272727,-0.23560740996433824,-1.7573300493923303,1.1797784449811188,0.39645040075104493,-0.3185710159140945,-0.7229013133722647,0,0,1,0,0,0,0,0,0
Khakis,0.08171428571428574,0.4545454545454546,-0.641327240074437,0.1396909930247762,1.3509459038931266,0.43779979962799753,-0.2529153534411791,-0.35640242210082285,0,1,0,0,0,0,0,0,0
Browns,0.7261428571428572,0.4545454545454546,0.2117565077381458,0.5915649863312988,0.26724651552481815,0.8162221657015986,0.6394644896095746,0.8886237730533476,0,0,0,0,0,0,0,0,1
Yellows,0.7838571428571428,0.6363636363636362,-0.2637245356667012,-0.1379884588727846,-0.24472479064589758,0.3898911385379318,0.290940736485867,-0.7722717796424341,0,1,0,0,0,0,0,0,0
Khakis,0.0465714285714286,0.09090909090909083,-1.052014139728119,0.2143457964857596,-0.5992749483017661,0.45312399633826106,-0.13499680322616198,0.18570333062098282,0,0,0,1,0,0,0,0,0
Pinks,0.563857142857143,0.36363636363636365,-0.2668510340276116,-0.0035491176808506463,1.233746841786195,0.508871654380854,0.9143025524172014,1.1144712087222057,0,1,0,0,0,0,0,0,0
Browns,0.8824285714285716,0.9090909090909092,1.3804789365876313,0.25956354329749354,0.5573567832851176,0.8419106920009134,1.2166674243366045,2.2800841051293554,0,1,0,0,0,0,0,0,0
Khakis,0.893,0.0,-1.0884243743905804,-0.0035491176808506463,-1.207335866778393,0.4429697375246789,0.007834573848526278,0.1074845328837247,0,0,0,1,0,0,0,0,0
Violets,0.3058571428571428,0.8181818181818181,-0.3273336209292463,1.4843878797549317,-0.9975338967577265,0.7434614307604893,2.6074705316167988,2.104569709308976,0,0,0,0,0,1,0,0,0
Turquoises,0.5862857142857143,0.6363636363636362,-0.6249365716172518,-0.93218203878089,0.9236908022332935,0.5437069441914903,-0.49652651410479975,-0.21259340574047397,0,0,1,0,0,0,0,0,0
Browns,0.492,0.8181818181818181,0.30066367413435086,1.0889602012603723,0.6601604615239252,0.29052452616964264,0.07844870964234991,-1.1563764741334739,0,0,0,0,0,1,0,0,0
Browns,0.36057142857142865,0.5454545454545454,1.690020369052208,1.3681570272120174,1.3850227190643596,0.9413701639651444,1.7418401988691814,2.090352076780253,0,0,0,0,0,1,0,0,0
Browns,0.3897142857142858,0.4545454545454546,2.3980252129888924,1.3062481658053486,-0.102424948616751,0.0018588734609562292,-2.2326796854478435,-1.9029523592111297,0,0,0,0,0,1,0,0,0
Turquoises,0.499,0.8181818181818181,-0.798615993032738,-1.3230575951131942,-0.9669843419004586,0.5994715804445532,-0.18060624381375864,-0.03421248292710755,0,0,0,0,0,1,0,0,0
Whites,0.27714285714285714,0.36363636363636365,-1.064369057009544,-0.27546254817288857,1.1327037624962475,0.45991909227755584,-0.13707847699331904,0.2700427539678448,0,0,1,0,0,0,0,0,0
Turquoises,0.04985714285714288,0.6363636363636362,-1.0504223141040578,0.20736587583696856,-1.2938953855454787,0.5197832038687897,0.11498937226411328,-0.11017759918939131,0,0,0,0,0,0,0,0,1
Reds,0.044999999999999984,0.4545454545454546,-0.8975353310152195,0.8246336410387596,-0.2889373736218366,0.5930593243391252,0.16175197999361526,0.5055816473673717,0,0,0,0,1,0,0,0,0
Reds,0.6792857142857143,0.18181818181818177,-1.1463686895714504,-0.5227945189887485,-1.125684750040073,0.5560812437905516,0.1653927666437022,0.29438118208229463,0,0,0,0,0,0,0,1,0
Turquoises,0.887,0.6363636363636362,-0.6787700480674703,-1.5709965155506884,-0.9832983892600293,0.399649376356804,-0.22604282177959262,-0.20940516329264397,0,0,0,0,0,1,0,0,0
Turquoises,0.6825714285714286,0.8181818181818181,-0.9514449989749105,-1.1367240612715523,1.0817529579817156,0.54860842369875,-0.1510868701444254,-0.03807486865382245,0,1,0,0,0,0,0,0,0
Browns,0.7824285714285715,0.36363636363636365,0.9359526517940329,0.471995910869398,-0.24949873953071552,0.31036444190745166,-0.7507227449178523,-1.7216773934391012,0,0,0,1,0,0,0,0,0
Turquoises,0.6354285714285715,0.36363636363636365,-0.6560776801587819,-1.0365773737019401,0.9041847057645811,0.6017826040037307,-0.1621456688492258,-0.2761088533686136,0,0,0,1,0,0,0,0,0
Khakis,0.7405714285714287,0.4545454545454546,-1.168081581080127,-1.259934834463257,-0.37983628418913107,0.4585197069697546,0.022283436768993418,-0.12836305693947786,0,1,0,0,0,0,0,0,0
Browns,0.6728571428571428,0.4545454545454546,0.8413564017263561,0.7047610907660417,0.6900682990048749,0.3837969721990104,0.04622757741101418,-1.8813898041946058,0,0,0,0,0,0,0,0,1
Turquoises,0.4780000000000001,0.7272727272727273,-0.5583525120854734,-0.7021481321815993,-0.18702971031347818,0.555931356541697,-0.5317323949626932,-0.25834227572396395,0,0,0,0,0,0,0,0,1
Khakis,0.21299999999999997,0.2727272727272727,-1.041906695751776,-0.13920235811605275,-1.0324148765648637,0.45614348649030273,-0.1066744826313591,0.05748311316311082,0,0,1,0,0,0,0,0,0
Khakis,0.352,0.2727272727272727,-1.044918871869941,-0.4344833490409996,-0.5175189173934747,0.461032036966575,-0.1633460529383914,0.1550556138612551,0,0,0,0,0,1,0,0,0
Pinks,0.4481428571428572,0.36363636363636365,-0.3071155938748284,-0.638721896720845,-0.9383833076246659,0.4028618813646433,-0.32065040513363074,-0.6521364112187453,0,1,0,0,0,0,0,0,0
Turquoises,0.7602857142857145,0.36363636363636365,-0.6304174264612398,-1.3018143583560038,-0.508941920855122,0.46103592052644565,-0.3089779238984365,-0.37291636390827887,0,0,0,1,0,0,0,0,0
Khakis,0.3651428571428572,0.4545454545454546,-1.124950538133418,-0.4624030316361643,-0.24472479064589758,0.45043568860308836,0.000966297732499405,0.1514576549947163,0,1,0,0,0,0,0,0,0
Oranges,0.22742857142857142,0.2727272727272727,-0.5419323142858888,0.4370963076254422,0.7758350619168264,0.5645197588348381,0.6285770833366824,-0.46821470608815424,0,0,0,0,0,0,1,0,0
Turquoises,0.049142857142857155,0.4545454545454546,-0.6401218521756494,0.20888324989105383,0.26622043530144734,0.5049716117584496,-0.3455982612296383,-0.3602744419276458,0,0,0,0,0,1,0,0,0
Browns,0.058285714285714274,0.7272727272727273,2.3605933992648827,2.0103097269008035,1.7895026217041228,0.9942973640240317,2.5890093047709737,2.304317160646711,0,0,0,0,0,1,0,0,0
Reds,0.32900000000000007,0.4545454545454546,-1.1426363330352372,0.22132571713455093,-0.7092313746049506,0.532253132391722,0.26488015803751475,0.01371263184188197,0,0,0,0,0,0,0,1,0
Whites,0.6691428571428573,0.36363636363636365,0.047836511791152864,-1.1081974290547538,1.1116166825307046,0.5420779134902971,-1.0139868010611224,-0.7052737901783681,0,0,0,0,0,1,0,0,0
Yellows,0.11842857142857144,0.5454545454545454,-0.2520078559878909,-0.0035491176808506463,1.7894233145201146,0.3332212819934734,-0.711923971918598,0.5765550295723918,0,0,0,0,0,1,0,0,0
Turquoises,0.499,0.9090909090909092,-0.9284689338261746,-0.5373613099079648,-0.78855585874016,0.5005537461181843,-0.026033638201530065,-0.20573690106126183,0,1,0,0,0,0,0,0,0
Blues,0.5644285714285715,1.0,0.3316021894766075,0.328148850542137,-0.24472479064589758,0.12168221355666542,0.1416396440112919,-0.22072822469159492,0,1,0,0,0,0,0,0,0
Browns,0.7665714285714287,0.4545454545454546,0.9341322994929033,0.5056816148700857,0.1646691665883851,0.13076347081108242,0.16716860684549395,-1.3897193785946174,0,0,0,1,0,0,0,0,0
Greens,0.7310000000000001,0.9090909090909092,-0.15408215214574086,-1.2396020221385176,1.7513992216168528,0.6686832325220549,0.13288271025265136,-0.7475392784846527,0,0,1,0,0,0,0,0,0
Khakis,0.2611428571428571,0.18181818181818177,-0.20910175521723184,-0.24147336936138353,-0.36929791117047955,0.38436895683040295,-0.42021970541185694,-0.6826701916421503,0,0,0,0,0,1,0,0,0
Turquoises,0.9767142857142859,0.9090909090909092,-0.7008005181899162,-1.7615786967437683,0.9507699951840032,0.47997718725099503,-0.24530281457641243,-0.34490925939414535,0,1,0,0,0,0,0,0,0
Blues,0.6632857142857143,0.36363636363636365,-0.5155948556972506,0.11814428145676882,3.049670311140651,0.3061804999671927,-0.0603502971713401,0.12526230883819067,0,0,0,0,0,0,0,0,1
Purples,0.9154285714285715,0.7272727272727273,1.8015578510777328,0.1894608619987654,-0.7757586349888687,0.08825110356157066,-2.145165586059846,-1.32388316956617,0,0,1,0,0,0,0,0,0
Browns,0.4882857142857143,0.2727272727272727,1.1104768110873333,1.0968505463416143,1.5338925376009263,0.8339935252919373,1.6819230869228998,1.6855274770088087,0,0,0,1,0,0,0,0,0
Blues,0.6265714285714286,0.9090909090909092,0.13607128861564013,0.19613730783673936,3.144123069123039,0.24489313514184413,-0.8825842463160924,0.6286421450421652,0,1,0,0,0,0,0,0,0
Khakis,0.832857142857143,0.18181818181818177,-0.2303306837353435,-1.455979562251043,0.3992383159584722,0.38255369717696297,-0.45784636868531275,-0.6317009696814659,0,0,0,0,0,0,0,0,1
Browns,0.8744285714285716,0.8181818181818181,0.9425995374684649,0.2765581327032459,-0.5514504967977727,0.3026220701967741,-0.37466896031461483,-1.820547486750528,0,0,1,0,0,0,0,0,0
Whites,0.6395714285714287,0.2727272727272727,-1.0626875722071794,-1.0453781432156335,-0.186238708552575,0.4765559655280271,-0.11974690412871399,0.04133399354961871,0,0,0,0,0,1,0,0,0
Turquoises,0.630857142857143,0.9090909090909092,-0.6584004893752441,-1.026866179755796,-0.06393195614127806,0.5239044436841949,-0.14570636047925267,-0.43560871339474966,0,0,1,0,0,0,0,0,0
Khakis,0.6697142857142857,0.2727272727272727,-0.35725503588311186,-1.1094113282980218,-0.13405760377159312,0.3956230965860647,-0.40920515364364046,-0.5293583886826897,0,0,0,0,0,1,0,0,0
Browns,0.3067142857142857,0.7272727272727273,2.016285031519681,1.4825670308900292,0.5562915023298344,0.9985827512769077,2.224118985327954,2.006847922669066,0,0,0,0,0,1,0,0,0
Pinks,0.021571428571428575,0.18181818181818177,-0.4387376225501723,0.2674538883787359,-0.4030169823686486,0.49356054712057407,0.8958010546168272,0.9179152369069806,1,0,0,0,0,0,0,0,0
Browns,0.6558571428571429,0.4545454545454546,1.5519671200201035,0.7408745932532654,-1.1516665695118196,0.07844160292242666,-1.5447732715926727,-1.4021476451243733,0,0,0,1,0,0,0,0,0
Turquoises,0.9154285714285715,0.7272727272727273,-0.6947255182752138,-1.6313880029032728,-1.0291504601225485,0.4899203416667118,-0.3260170060224966,-0.3050642043057253,0,1,0,0,0,0,0,0,0
Browns,0.47957142857142865,0.7272727272727273,2.307511215620235,1.1153625098014512,1.3969458297491057,0.9792829364949951,2.532437416496718,2.327978464067041,0,0,1,0,0,0,0,0,0
Browns,0.6884285714285714,0.9090909090909092,1.0076957365540857,0.6716823363869886,0.7745726013187689,0.8925170234348225,1.312841946112181,1.4968361338684266,0,1,0,0,0,0,0,0,0
Yellows,0.4104285714285715,1.0,-0.9763307588431327,0.6552946966028701,1.5662487217534846,0.5805045647709496,0.4130970973512422,0.3434245981371893,0,1,0,0,0,0,0,0,0
Turquoises,0.8172857142857144,0.5454545454545454,-0.6635978542758428,-1.4229008078719894,0.530406624946822,0.5282157778095621,-0.14546938286311634,-0.42703064914082933,0,0,1,0,0,0,0,0,0
Browns,0.5814285714285714,0.4545454545454546,1.6906611625294032,0.8989849696889259,0.009153309938434618,0.8990405041108754,2.0537290051129915,2.0510421224507396,0,0,0,0,0,0,0,0,1
Blues,0.08657142857142863,0.7272727272727273,0.8530514035901612,1.3432720927250232,-0.24472479064589758,0.4271349997588458,-0.20159284150234943,2.34030395549967,0,0,0,0,0,1,0,0,0
Turquoises,0.6157142857142857,0.5454545454545454,-0.9104502954640658,-0.9946978498091934,0.6398035847935911,0.525380947123917,-0.249087231910784,-0.05891622665825089,0,0,1,0,0,0,0,0,0
Turquoises,0.48957142857142866,0.8181818181818181,-0.9236537853451499,-0.7267295918577769,0.9894655977486055,0.5642914852038831,-0.07658680971583308,-0.08326277196009761,0,0,1,0,0,0,0,0,0
Khakis,0.0951428571428572,0.36363636363636365,-1.1539409352330314,0.11116436080797751,-0.20530551039048003,0.46790482850617143,-0.01860413525748605,0.116663315449856,0,0,1,0,0,0,0,0,0
Yellows,0.890857142857143,0.6363636363636362,-0.8833826470472331,-0.3652910921747225,-0.24472479064589758,0.5989355683728407,0.42120747548991316,0.40462967138219574,0,0,1,0,0,0,0,0,0
Yellows,0.35842857142857143,0.6363636363636362,-0.45345267926999694,0.7657595277402601,-1.1541789750111728,0.407958120134264,-0.7020356201484502,0.5352947835536868,0,0,1,0,0,0,0,0,0
Khakis,0.8425714285714285,0.09090909090909083,-0.9175892492508487,-1.4766158493865993,-0.7328848593008545,0.4313051017602526,-0.22507613762766984,0.11133941202301836,0,0,0,1,0,0,0,0,0
Browns,0.6237142857142857,0.7272727272727273,-0.3273336209292463,0.8091564256870922,0.4274318440570138,0.13494253817411972,-1.5680250738063062,-1.8611707663364578,0,0,0,0,0,1,0,0,0
Turquoises,0.2527142857142858,0.7272727272727273,-0.9406195848422986,-0.22356835552318038,0.1415146461438482,0.5148978987768186,-0.13026555103137744,-0.1340277284152423,0,0,0,0,0,1,0,0,0
Khakis,0.27714285714285714,0.2727272727272727,-0.9151432547719659,-0.27546254817288857,-0.8368218510610133,0.4074047911119699,-0.11226373209416113,0.16229196200515666,0,0,0,0,0,1,0,0,0
Purples,0.9165714285714286,0.4545454545454546,0.9390131201767411,0.1870330635122291,0.007003974918634615,0.06089930224603197,-1.1741253444660507,-0.23394569062493087,0,0,0,1,0,0,0,0,0
Greys,0.3938571428571429,0.2727272727272727,-0.5409984588200347,0.08354815302362988,-0.24472479064589758,0.481372448170408,0.8228943639269405,0.8380226704412774,0,0,0,0,0,0,1,0,0
Whites,0.38457142857142856,0.4545454545454546,-0.19837108764252084,-0.5036756059072772,-0.443985161831037,0.5731905217806917,-0.777676221469699,-0.5320201512081192,0,0,1,0,0,0,0,0,0
Browns,0.499,0.5454545454545454,2.3655129755460313,0.9217455805002017,-0.9819231218429083,0.0032531169988962603,-2.2264490054854247,-1.8601894704760689,0,0,0,0,0,0,0,0,1
Turquoises,0.6962857142857144,0.5454545454545454,-0.907302588479944,-1.165857643109985,-0.5567307755217121,0.5990179636296509,-0.023171422516302255,0.07243484111070882,0,0,0,0,0,1,0,0,0
Turquoises,0.9830000000000001,0.5454545454545454,-1.089429992097714,-1.7749315884197168,-0.4899635604134809,0.4728343815377493,-0.09483133344142106,0.06886181969259235,0,0,0,0,0,1,0,0,0
Purples,0.6072857142857144,0.6363636363636362,1.2505641943127108,0.844056028931048,0.18257459491874248,0.03368636356387131,-1.2822943472043926,-0.7654771130177231,0,0,0,0,0,0,0,0,1
Browns,0.46885714285714286,0.6363636363636362,0.6735490416798322,1.138123120612727,-0.7886021390072391,0.8380604560763546,0.35644300882138824,1.5953203745251145,0,0,0,1,0,0,0,0,0
Purples,0.753857142857143,0.2727272727272727,1.9112808809888149,0.5326908730327994,0.8569915395809066,0.9372708897507894,2.6042507224977247,1.743714613641269,0,0,0,1,0,0,0,0,0
Blues,0.28728571428571426,0.36363636363636365,0.7465887807984967,0.916889983527129,-0.24472479064589758,0.7462891251010861,1.6173575640540352,-1.0678011990200769,0,0,0,1,0,0,0,0,0
Browns,0.48757142857142866,0.7272727272727273,1.5281367689183478,1.098367920395699,-1.4025777185389976,0.8784586797201708,2.0080462031875053,1.9127664589441267,0,1,0,0,0,0,0,0,0
Turquoises,0.4661428571428572,0.5454545454545454,-0.5893077935992137,-0.6769597228837877,0.12027507002277221,0.5406480308711658,-0.4987787669337978,-0.2723978708699728,0,0,0,0,0,1,0,0,0
Oranges,0.016428571428571404,0.09090909090909083,0.11255746619449314,0.8853286032021607,-1.1025569511501008,0.8406645786427651,0.012375573006519841,0.2707017984259731,0,0,0,0,0,0,1,0,0
Browns,0.6975714285714287,0.9090909090909092,2.091385184898775,0.6522599484947001,-1.0877696928663887,0.9547865201590322,2.2859139741830496,2.2787177076564604,0,1,0,0,0,0,0,0,0
Greys,0.23928571428571432,0.09090909090909083,-0.9703344794571347,0.4119078983276309,-0.7671109388048996,0.4205187214941938,0.05274146171927006,0.4399819322741748,0,0,0,0,1,0,0,0,0
Browns,0.9215714285714287,0.8181818181818181,0.5925993228361638,0.17641144513363383,-0.7867848782037723,0.8894646979945998,0.9753195871254181,0.9045125627492785,0,0,0,0,0,1,0,0,0
Browns,0.2271428571428572,0.9090909090909092,1.4197576028493955,1.6516025005151016,-0.24472479064589758,0.06084211823460401,-1.0158054935686118,-1.4550448218084873,0,0,1,0,0,0,0,0,0
Yellows,0.968,0.36363636363636365,-0.4229431539307924,-0.5291674900159057,-0.24472479064589758,0.6393521382891254,-0.6223570952289808,0.45601058941789624,0,0,0,1,0,0,0,0,0
Blues,0.43385714285714294,0.36363636363636365,0.5790885252027024,0.6055248276288806,2.547184825065747,0.6961278781717283,-0.7422135971647188,1.7347085239174436,0,0,0,0,0,0,0,0,1
Violets,0.904857142857143,0.9090909090909092,2.034933631109834,0.2119179979992238,0.26925181197508735,0.09549947898582276,-2.2531103609726815,-1.6615453441495758,0,1,0,0,0,0,0,0,0
Browns,0.7744285714285715,0.5454545454545454,2.088900607051924,0.4889905002751504,-1.001029107267007,0.05087247266194463,-1.8738913474635095,-1.8930230619498947,0,0,0,0,0,1,0,0,0
Turquoises,0.4095714285714286,0.6363636363636362,-0.6714798280891353,-0.5567836978002533,-1.16133740557366,0.5677443416728701,-0.25123517632522535,-0.30719814767935777,0,0,0,0,0,0,0,0,1
